alpha_all,beta_all,s_ss2,s_ss4,s_ss8,c_MIX,Old_crit_MIX,New_crit_MIX,t0_all,t0_ann,kao,F_MIX_CM_oldiold_oldinew,L_MIX_CM_oldiold_newinew,L_MIX_CM_oldinew_newiold,F_MIX_AN_oldiold_oldinew,wssd
1.208532851759804,1.504321201471583,0.12076013275366189,0.08104480447374675,0.05065078972161821,1.9830491152349103,8.054316353969837,-8.219921151035965,282.36135106939474,193.29951584974307,12.390670455525965,1.7277383356011835,0.3842191836259022,0.07180448554395738,1.42910668666247,0.3417220851617615
0.1,2.0155685463765813,0.01,0.10151916817092886,0.7868769574037344,0.46984503061476834,3.6819172799762567,-1.0040968933166499,782.4578277819286,760.4445803704658,10.0,1.0840506256382298,1.6404838825320083,0.9349436097140166,0.026598406867571592,5.567164473705285
1.2257427936409573,3.2927306747001697,0.20824451543923694,0.13231277729235558,0.07682783865650662,1.6424948499586387,5.787108169113267,-7.276156401440616,353.4092457598802,229.3506594493559,17.261735629482747,1.0223570793935337,0.5974067474754312,0.2669932285984888,0.6119569185529463,0.41487741759166125
0.10009545051832991,2.509803719537774,0.3921754053038282,0.5187273565523156,0.6852666008850983,1.4445083692290945,2.9241510161962645,-2.865016539801463,345.78776096748925,295.32870212056025,62.73805975677193,1.4555201962785684,0.6929310711297568,0.15813624069375584,1.4396920134164808,5.235984581184673
1.4211912106358489,1.074284189387507,0.01,0.016362863442468286,0.015355174858254491,1.944861124007078,1.804016849704314,-8.191876450588248,394.41874726306725,211.3897415178375,42.428443051377556,1.671504179249428,0.37446719365053716,0.20491836972807106,0.7554374508351792,0.3159135392740826
2.145923268944959,1.5657364205429531,0.01,0.015692852156828686,0.013582868657394784,1.9994584192999094,4.108309861327877,-4.504306414262356,253.37833517359667,264.1726137033529,43.58190646280265,0.4629473093415448,0.644600372928723,0.3784293592317949,0.223280013654752,0.22110585896607904
1.8003882514518121,1.2601229548320572,0.01,0.010602206250014892,0.014626483068454606,2.0,2.7681254916078437,-5.080914568528906,722.7427212612843,690.9040779377806,10.0,0.8052150096389108,0.7415345511501379,0.620138175714402,0.5003812574630206,0.43790239365205275
2.7206646040340314,0.9809914940291423,0.010000000000000002,0.016638984566147014,0.014488864127997544,1.9915934314292707,4.096189728751102,-3.793182640503945,190.67552250489177,485.28953330333786,54.762410265917616,1.4013866914704218,1.8969096542532782,0.3067178410536056,1.4010085304687567,0.33516164871692117
1.2899298684159703,1.0144556512186462,0.010000000000000004,0.017886052578768862,0.016772713940988053,1.826959670421,2.494200798671039,-7.312416770932386,367.2634374998526,266.1159815772861,36.38092595624175,1.3959846551665402,1.875476757060201,1.80536373940038,0.7478175531257424,0.25212666025228414
1.7055939172875263,1.1933231258932582,0.010000206744242285,0.010111750139042698,0.013992269894899784,1.9999892134833774,3.3315956989804114,-5.090058326338361,455.9702442826808,444.3383207756772,29.07963366989844,1.926807414811583,1.7722200821305876,1.683408232702329,0.13618311664104824,0.2823477549620404
