alpha_all,beta_all,s_ss2,s_ss4,s_ss8,c_MIX,Old_crit_MIX,New_crit_MIX,t0_all,t0_ann,kao,F_MIX_CM_oldiold_oldinew,L_MIX_CM_oldiold_newinew,L_MIX_CM_oldinew_newiold,F_MIX_AN_oldiold_oldinew,wssd
0.492825466460058,3.737637639517566,0.967411904542765,0.2690976637210108,0.8106351658983948,1.8384547156007096,2.7050290730959734,-6.442124705461618,325.43865215077085,482.63168441335563,76.0024529176414,1.5476678808241875,1.583852772723303,0.5161402130991581,0.918544966672968,89.4941339231008
1.694348519216057,2.6678063564940513,0.4694383479973846,0.27411811314232376,0.029059864450749907,1.7648464307245524,1.3673377821629664,-9.90587940378292,699.8295525557947,562.7841420375667,99.50753922653969,0.008955494413309908,1.2204514891322193,0.9592198279074217,1.649969347105716,497.70430836830076
0.17799681882849477,1.1897711643872058,0.7225212016223612,0.9338959969943837,0.9052119752700324,1.7587718677203072,3.0456945226678607,-5.824764872492079,287.2425133614227,747.3900480440976,16.872600749472824,1.882913868530738,0.7258998880896652,1.2859572100180032,1.2868502925819751,32.20954661497598
1.0683667376190389,1.9498800296715786,0.021681727142593286,0.9424291871783961,0.6465603475984634,1.702167745440193,2.293728130964702,-9.065179176983344,373.46892075706944,140.64161529327794,55.7965535740032,1.736118215838836,1.6649106510822784,1.8547721166403626,0.5875933958290243,52.43321729677342
2.5886264398738943,3.7321022066258362,0.2664158393399061,0.21826158577509275,0.25837857673507225,0.42952761783467247,9.563035825431063,-6.271300695065602,401.01519381858583,482.7080915425121,20.30537462780704,1.9007279028912891,1.5012908607535267,0.034092609150414344,0.9217956163865343,24.250701427238006
2.7581795890930807,1.467642128930415,0.119316577873129,0.8575876306458341,0.6225026551053123,0.16158718543476727,3.885700193842654,-7.60931207308982,286.0628136097546,667.3715662986704,55.07029510487701,1.3897205477717853,1.6169356534715014,1.8327285403569238,0.1346380486322072,31.026697849072647
0.8642287246009833,0.9464288820284317,0.20872462411642653,0.7210774397622461,0.3598530083905828,0.18205599167008163,3.6233637323386603,-4.429510726800391,734.3352058884557,221.8300815572208,69.82448511824039,0.4276449726633789,0.2833028596870608,1.9639170011017257,0.9954605593328688,34.96291188961915
1.4063354032971418,3.7118054683094264,0.015073290711323727,0.7153953499743702,0.5316667744367332,0.027367170325882102,2.283548880377297,-6.8041979165138375,869.1892867109993,499.30250064066206,75.49200450916757,1.2730717318221614,0.9249413704846522,0.4505184731470695,0.7185480739939409,48.75639036112738
1.5418682893450695,1.3851125915745675,0.6506084411512827,0.44906534189468933,0.9776500330128118,1.8629519978717175,2.613440288708474,-5.749086778186599,773.5212298250102,509.8888378647885,27.961021290699303,1.1485255957526175,1.7984862876698648,0.858489622140158,0.6044906738660455,24.148163591901124
2.188669264702727,0.3918690645742717,0.5307392928644898,0.40151202695932303,0.23222383519433512,1.5432782852090792,9.319577112547766,-1.5891419330183094,313.76343479137495,712.5872282670173,98.50257437619574,1.1915435248498099,1.6955855944622709,1.2169755564077287,1.7795800690629635,66.2974091973119
