,alpha,beta,s,c,old_crt,new_crt,t0,kappa,F_cmoonn,L_cmoonn,Lcmonno,an_oool
1,0.7671096797474367,1.8395526396778623,0.0001,0.19113496387609774,2.57725203204536,-1.5046409203439892,699.0,37.0,0.38232453850634124,0.8597802339131142,0.17605591879229657,0.045898596393632675
2,0.3053351641517113,1.2538526806859898,0.0006439616837761887,0.17426229934155085,1.9826937819335586,-2.182550837371894,699.0,37.0,0.019574057813882537,0.6348421033596855,0.2657062639703528,0.0016834827862782648
3,0.5291190864076444,1.9470454537282267,0.00032780613279323825,0.2234237131511941,2.0180877181258574,-2.073277588187585,699.0,37.0,0.05954508859998712,0.8674109237705415,0.33670303669695634,0.01924757755416329
5,0.8059074698344666,1.79563961458272,0.003114939134720735,0.26537637297642186,2.6843365297583808,-1.7753479311207228,699.0,37.0,0.43699991769690316,0.892591062403504,0.12071251688493,0.018435649047904054
6,0.7099040496240312,1.6458624414718825,9.999999999999958e-05,0.21578852890399583,2.275081839149733,-1.7656220908848193,699.0,37.0,0.12752978780693572,0.7968415674480507,0.2800846206524272,0.04367120253146465
