,alpha,beta,s,c,old_crt,new_crt,t0,kappa,F_cmoonn,L_cmoonn,Lcmonno,Fan_oool
0,0.418019653227298,1.0000011443749361,0.029333922642018003,0.6265255164935597,4.0350552685383585,-4.9389611094633405,500.7467384230451,22.967143106492458,0.20023417980868782,0.14057228221130533,0.13057224303435708,0.15197071940477014
1,0.4180243510931453,1.0000041985921153,0.02933316368634448,0.6265143198104762,4.0349475665399925,-4.9388214061474915,500.7406564779178,22.968782234971137,0.200226263689054,0.1405665414529808,0.13056638437249546,0.15196347487820883
2,0.4180260269802768,1.0000041441077199,0.029333188285400588,0.6265186477943814,4.034964059097671,-4.938844450440427,500.7405884482902,22.968589824566966,0.20022896615762595,0.1405677352601546,0.13056758002783117,0.1519660213003176
3,0.4180186368125061,1.0000035757593173,0.029333799832958085,0.6265190324701042,4.035021065469519,-4.938919982253877,500.7461785652797,22.967558458334562,0.2002298742488684,0.14057035286073705,0.13057027033717103,0.15196670911435936
