,alpha,beta,s,c,old_crt,new_crt,t0,kappa,F_cmooon,L_cmoonn,L_cmonno,F_anooon
0,0.6465660908964511,1.2350501777158116,0.02515729691598767,0.9899993189186189,5.359559760710437,-5.04658484924519,500.0,22.0,0.5322065476076401,0.06138956797947444,0.05138946687720956,0.4870854016194687
1,0.646565495476196,1.2350521854397198,0.025157359577485692,0.9899982616145221,5.359555962880526,-5.046589080094763,500.0,22.0,0.5322051587415209,0.0613905057264583,0.051390247767848264,0.48708412040468824
2,0.6465655133369145,1.2350527155882682,0.025157304478974053,0.9899973231649247,5.359561619798523,-5.046583053852656,500.0,22.0,0.5322052516636013,0.06139136379274453,0.05139096667525852,0.4870843006322508
0,1e-05 ~ 1.0,1.0 ~ 3.0,0.001 ~ 1.0,0.001 ~ 0.99,1.0 ~ 10.0,-10.0 ~ -1.0,500.0 ~ 500.0,22.0 ~ 22.0,0.0 ~ 0.99,0.0 ~ 0.99,0.0 ~ 0.99,0.0 ~ 0.5
