,alpha,beta,s,c,old_crt,new_crt,t0,kappa,F_cmooon,L_cmoonn,L_cmonno,F_anooon
0,0.27657350567709693,1.7133616486379624,0.01795317457712408,0.23595196323197662,2.0617434707088913,-2.8941840534189742,476.6032775511134,69.99818950274437,0.007270214094519255,0.020295416788624045,0.010283063428680907,2.9816735660639145e-24
1,0.27648704937269647,1.7137586573630967,0.017953298518062242,0.23569213999877575,2.0616390505945987,-2.8939736255031803,476.63736891501907,69.99895029705448,0.007094378985170075,0.02043535012987414,0.010432154241777502,-2.197079702865203e-22
2,0.2764772494414988,1.713810019011343,0.01795312589320693,0.23523301832667703,2.0616232909480656,-2.8939413123648485,476.64146652468327,69.9992996484781,0.00664641835034101,0.02087773440744499,0.01087666454033838,-5.513508610441476e-30
3,0.2765164242069446,1.7136505683788568,0.01795264490774214,0.23509629981292923,2.0616648310669254,-2.8940226689619326,476.62664587920455,69.99933195993049,0.0064759798420937495,0.021059344501960495,0.011057793997002888,-1.7861399726626961e-22
0,1e-05 ~ 1.0,1.0 ~ 3.0,0.001 ~ 1.0,0.001 ~ 0.99,1.0 ~ 10.0,-10.0 ~ -1.0,400.0 ~ 700.0,10.0 ~ 70.0,0.0 ~ 0.99,0.0 ~ 0.99,0.0 ~ 0.99,0.0 ~ 0.0
