,alpha,beta,s,c,old_crt,new_crt,t0,kappa,F_cmooon,L_cmoonn,L_cmonno,F_anooon
0,0.5007346999470701,1.1551439810563182,0.022913213650651236,0.6160705805143026,3.3394145348194315,-5.507416865177883,500.0,22.0,0.08492837282789048,0.18824491601145263,0.17823506890351862,-3.69246550164456e-21
1,0.5007353314027767,1.1551458828880858,0.022913222636659077,0.6197647028941003,3.339412921937229,-5.5074194381406665,500.0,22.0,0.08862192848297534,0.1845520493419625,0.1745418425428705,-4.7114782364851005e-21
2,0.5007377642730793,1.1551540113509242,0.022913137997318547,0.6185562278721872,3.3394148906669843,-5.507416334762599,500.0,22.0,0.08741423444349336,0.18575819609373725,0.1757489876901598,8.125612719909604e-21
3,0.5007475368000374,1.1551388345471914,0.022912612944263343,0.6244037714377926,3.339408916348716,-5.507426115626848,500.0,22.0,0.09325665220561154,0.17990689252763195,0.16990504247438065,-4.003449411447653e-22
4,0.5007365031384113,1.1551551895658325,0.022913223967366128,0.6399595940988277,3.3394138462200944,-5.507417938114815,500.0,22.0,0.10881762426568979,0.1643565346529613,0.1543460549339053,-5.742406998890767e-21
0,1e-05 ~ 1.0,1.0 ~ 3.0,0.001 ~ 1.0,0.001 ~ 0.99,1.0 ~ 10.0,-10.0 ~ -1.0,500.0 ~ 500.0,22.0 ~ 22.0,0.0 ~ 0.99,0.0 ~ 0.99,0.0 ~ 0.99,0.0 ~ 0.0
