,alpha,beta,s,c,old_crt,new_crt,t0,kappa,F_cmoonn,L_cmoonn,Lcmonno,Fan_oool
0,0.38160328481743633,1.000005651756997,0.022357321373785443,0.4388780057976239,2.918309125395488,-3.5453341998493517,445.5,50.4,0.09119232148166027,0.07834397100423461,0.06834390507303698,0.05397284361675132
