,alpha,beta,s,c,old_crt,new_crt,t0,kappa,F_cmooon,L_cmoonn,L_cmonno,F_anooon
0,0.1618114185639083,2.497843821321934,0.04770551174290213,0.21969067323543887,3.4943750853487345,-5.388132880739379,500.0,22.0,0.0,0.0,0.0,0.19896966523358825
1,0.6339630071441338,1.0829961091512754,0.03550839678418531,0.9875858415935419,2.0060264327311472,-9.31653082421669,500.0,22.0,0.0,0.0,0.0,0.3455874502863677
0,1e-05 ~ 1.0,1.0 ~ 3.0,0.001 ~ 1.0,0.001 ~ 0.99,1.0 ~ 10.0,-10.0 ~ -1.0,500.0 ~ 500.0,22.0 ~ 22.0,0.0 ~ 0.0,0.0 ~ 0.0,0.0 ~ 0.0,0.0 ~ 0.5
