,alpha,beta,s,c_ANpure,c_CMpure,c_MIX,c_MIX2,c_VMpure,BDDo_ANpure,BDDn_ANpure,BDDo_CMpure,BDDn_CMpure,BDDo_MIX,BDDn_MIX,BDDo_MIX2,BDDn_MIX2,BDDo_VMpure,BDDn_VMpure,t0,t0an,kappa,F_ANpure_AN_oldiold_oldinew,F_CMpure_CM_oldiold_oldinew,L_CMpure_CM_oldiold_newinew,L_CMpure_CM_oldinew_newiold,F_VMpure_VM_oldiold_oldinew,L_VMpure,F_MIX_CM_oldiold_oldinew,L_MIX_CM_oldiold_newinew,L_MIX_CM_oldinew_newiold,F_MIX_AN_oldiold_oldinew,F_MIX2_CM_oldiold_oldinew,L_MIX2_CM_oldiold_newinew,L_MIX2_CM_oldinew_newiold,F_MIX2_AN_oldiold_oldinew
0,0.290297797,0.818975588,0.01,0.216022463,0.01,0.243480386,0.189439802,0.19076689,1.288266985,-1.806094815,1,-0.53737413,1.257351421,-1.403718749,1.553619004,-1.596479935,1.593619578,-1.508851522,400,400,1,0.0001,0.0101,0.574520638,0.0101,0.0101,0.0001,0.011411025,0.012246537,0.002246537,0.0001,0.021411025,0.0101,0.0001,0.0001
1,2.99999985,3.410367848,0.010000035,0.98999773,0.010000001,0.81568546,0.989999999,0.668515427,1.253536146,-1.811039557,1.124315888,-0.425667578,1.287968091,-1.205660822,1.40765482,-1.687537286,9.355414078,-1.282988475,400,400,1,0.0001,0.010100051,0.999982614,0.010100184,0.010100354,0.0001,0.0843549,0.132334266,0.000101377,0.000100014,1,0.99999999,0.537417746,0.000100167
0,0.1 ~ 3.0,0.01 ~ 4.0,0.01 ~ 0.999,0.01 ~ 0.99,0.01 ~ 0.99,0.01 ~ 0.99,0.01 ~ 0.99,0.01 ~ 0.99,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,400.0 ~ 900.0,400.0 ~ 900.0,1.0 ~ 100.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0
0,0.382303447,0.763558587,0.01,0.229918861,0.01,0.256938348,0.222239681,0.227397446,1.236594995,-1.558091536,1,-0.517207716,1.202617561,-1.25168078,1.334426147,-1.452162324,1.324998145,-1.38610902,200,200,5.000000003,0.0001,0.010099999,0.620524374,0.0101,0.0101,0.0001,0.0101,0.034753311,0.0001,0.0001,0.0201,0.054808616,0.0001,0.0001
0,0.1 ~ 2.9,0.01 ~ 4.0,0.01 ~ 0.999,0.01 ~ 0.99,0.01 ~ 0.99,0.01 ~ 0.99,0.01 ~ 0.99,0.01 ~ 0.99,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,200.0 ~ 900.0,200.0 ~ 900.0,5.0 ~ 100.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0,0.0001 ~ 1.0
