,alpha,beta,s,c,old_crt,new_crt,t0,kappa,F_cmooon,L_cmoonn,L_cmonno,F_anooon
0,0.031183536346315724,3.7546424233489097,0.006850191411287429,0.02092746188671132,2.587884286613735,-2.6715079808855546,638.0,37.0,0.0,0.003333333333333518,-0.003333333333333517,9.129680335342971e-07
0,1e-05 ~ 1.0,0.2 ~ 6.0,0.001 ~ 1.0,0.001 ~ 0.99,1.0 ~ 10.0,-10.0 ~ -1.0,638.0 ~ 638.0,37.0 ~ 37.0,0.0 ~ 0.0,0.0 ~ 0.0,0.0 ~ 0.0,0.0 ~ 0.9
