,alpha,beta,s,c_MIX,BDDo_MIX,BDDn_MIX,t0,t0an,kappa,F_MIX_CM_oldiold_oldinew,L_MIX_CM_oldiold_newinew,L_MIX_CM_oldinew_newiold,F_MIX_AN_oldiold_oldinew
0,0.39532783079583644,0.6500500013750466,0.023728814577708365,0.727389034468651,3.5554238794522477,-4.887395477647583,413.35802169136684,414.8993812547832,33.689781601650886,0.22986694122002552,0.11680009843923093,0.10679994944696923,0.18269925418643812
0,0.01 ~ 2.9,0.01 ~ 4.0,0.01 ~ 2.0,0.01 ~ 2.0,1.0 ~ 10.0,-10.0 ~ 1.0,10.0 ~ 900.0,10.0 ~ 900.0,5.0 ~ 100.0,0.0001 ~ 2.0,0.0001 ~ 2.0,0.0001 ~ 2.0,0.0001 ~ 2.0
