,alpha,beta,s,c_MIX,BDDo_MIX,BDDn_MIX,t0,t0an,kappa,F_MIX_CM_oldiold_oldinew,L_MIX_CM_oldiold_newinew,L_MIX_CM_oldinew_newiold,F_MIX_AN_oldiold_oldinew
0,0.10002910503834168,2.82268315015741,0.010014599110513955,0.031203209753827458,9.997181838008975,-1.765443485941935,101.73003763048642,324.05797870997964,56.18877295032479,0.7159575374868534,0.9254175363685875,0.22407292679650478,0.02874203633187904
1,0.4100045578588396,0.3984228999321459,0.021762045547037645,1.4039168024349957,6.261186355852889,-7.925599184536476,307.0012828895998,347.8086268034805,14.827067945582346,0.792168695904169,0.3012037281854107,0.2912037281854106,0.7147694601653919
2,0.1000000000000009,0.20883974580912487,0.015107592269152497,1.2376277837651046,5.889571283327765,-7.626399112624104,100.32482008497685,100.407272850753,22.750310959686992,0.7364371196886139,0.1475373893508141,0.13753738935081403,0.706372076456803
0,0.1 ~ 2.9,0.01 ~ 4.0,0.01 ~ 2.0,0.01 ~ 2.0,1.0 ~ 10.0,-10.0 ~ 1.0,100.0 ~ 900.0,100.0 ~ 900.0,5.0 ~ 100.0,0.0001 ~ 2.0,0.0001 ~ 2.0,0.0001 ~ 2.0,0.0001 ~ 2.0
