,alpha,beta,s,c_ANpure,c_CMpure,c_MIX,c_MIX2,c_VMpure,BDDo_ANpure,BDDn_ANpure,BDDo_CMpure,BDDn_CMpure,BDDo_MIX,BDDn_MIX,BDDo_MIX2,BDDn_MIX2,BDDo_VMpure,BDDn_VMpure,t0,t0an,kappa,F_ANpure_AN_oldiold_oldinew,F_CMpure_CM_oldiold_oldinew,L_CMpure_CM_oldiold_newinew,L_CMpure_CM_oldinew_newiold,F_VMpure_VM_oldiold_oldinew,L_VMpure,F_MIX_CM_oldiold_oldinew,L_MIX_CM_oldiold_newinew,L_MIX_CM_oldinew_newiold,F_MIX_AN_oldiold_oldinew,F_MIX2_CM_oldiold_oldinew,L_MIX2_CM_oldiold_newinew,L_MIX2_CM_oldinew_newiold,F_MIX2_AN_oldiold_oldinew,wssd
0,0.13036711267515025,2.7245758959079467,0.04502498548344856,0.23308316665370368,0.4218846435034679,0.3313283647403016,0.20273093111509985,0.30979275340275436,3.949230996681842,-9.443450588445785,1.8692924669767763,-9.31304193297893,9.131675144653704,-5.804346026751004,4.122623859932046,-9.374863014631135,8.780634918039773,-8.471395208636812,736.9889887282718,694.9194514736541,3.948500321285029,0.03588495121151793,0.04588506802334485,0.1612647492431313,0.010100000001919147,0.1834511782393598,0.00010000000108500878,0.010128807681464498,0.09165683725697628,0.08165683725693704,0.0001288076814429418,0.15390024278679396,0.057929680558086276,0.04792968055805849,0.14390024278679717,0.7683922142196375
0,0.1 ~ 2.9,0.01 ~ 4.0,0.01 ~ 2.0,0.01 ~ 10.0,0.01 ~ 10.0,0.01 ~ 10.0,0.01 ~ 10.0,0.01 ~ 10.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ 1.0,1.0 ~ 20.0,-10.0 ~ 1.0,1.0 ~ 10.0,-10.0 ~ -0.1,10.0 ~ 900.0,10.0 ~ 900.0,1.0 ~ 100.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 10.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 10.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0001 ~ 4.0,0.0
