"","FileCondi","Subnum","Old","Stimkind","RT","Error"
"534","CMpure",37,"Old","CM",702,0.0108695652173914
"535","VMpure",1,"New","VM",765.5,0.118279569892473
"536","VMpure",1,"Old","VM",805,0.0606060606060606
"537","VMpure",2,"New","VM",809,0.2
"538","VMpure",2,"Old","VM",833,0.267441860465116
"539","VMpure",3,"New","VM",759.5,0.0721649484536082
"540","VMpure",3,"Old","VM",715,0.105263157894737
"541","VMpure",4,"New","VM",909,0
"542","VMpure",4,"Old","VM",905,0
"543","VMpure",5,"New","VM",800,0.0679611650485437
"544","VMpure",5,"Old","VM",690.5,0.0337078651685393
"545","VMpure",6,"New","VM",810,0.0777777777777777
"546","VMpure",6,"Old","VM",918,0.15
"547","VMpure",7,"New","VM",1250,0.166666666666667
"548","VMpure",7,"Old","VM",1123,0.298850574712644
"549","VMpure",8,"New","VM",538,0.0618556701030928
"550","VMpure",8,"Old","VM",541.5,0.157894736842105
"551","VMpure",9,"New","VM",945.5,0.145833333333333
"552","VMpure",9,"Old","VM",791,0.032258064516129
"553","VMpure",10,"New","VM",591,0.123711340206186
"554","VMpure",10,"Old","VM",594.5,0.178947368421053
"555","VMpure",11,"New","VM",687.5,0.161290322580645
"556","VMpure",11,"Old","VM",742,0.191919191919192
"557","VMpure",12,"New","VM",624,0.0776699029126213
"558","VMpure",12,"Old","VM",557,0.279069767441861
"559","VMpure",13,"New","VM",1022,0.0957446808510638
"560","VMpure",13,"Old","VM",774,0.214285714285714
"561","VMpure",14,"New","VM",675,0.172043010752688
"562","VMpure",14,"Old","VM",584,0.0714285714285714
"563","VMpure",15,"New","VM",870,0.0594059405940595
"564","VMpure",15,"Old","VM",829,0.0449438202247191
"565","VMpure",16,"New","VM",516,0.0869565217391305
"566","VMpure",16,"Old","VM",493,0.09
"567","VMpure",17,"New","VM",1006,0.0412371134020618
"568","VMpure",17,"Old","VM",1042,0.139784946236559
"569","VMpure",18,"New","VM",1009.5,0.154639175257732
"570","VMpure",18,"Old","VM",1080,0.0760869565217391
"571","VMpure",19,"New","VM",600,0.108433734939759
"572","VMpure",19,"Old","VM",718,0.231481481481482
"573","VMpure",20,"New","VM",742,0.202247191011236
"574","VMpure",20,"Old","VM",719,0.234042553191489
"575","VMpure",21,"New","VM",694.5,0.0232558139534884
"576","VMpure",21,"Old","VM",702,0.113207547169811
"577","VMpure",22,"New","VM",1176,0.237623762376238
"578","VMpure",22,"Old","VM",1037,0.160493827160494
"579","VMpure",24,"New","VM",1003.5,0.225806451612903
"580","VMpure",24,"Old","VM",1035.5,0.318181818181818
"581","VMpure",25,"New","VM",682,0.102272727272727
"582","VMpure",25,"Old","VM",618.5,0.0384615384615384
"583","VMpure",26,"New","VM",1324,0.0776699029126213
"584","VMpure",26,"Old","VM",1250,0.102272727272727
"585","VMpure",27,"New","VM",997,0.0645161290322581
"586","VMpure",27,"Old","VM",977,0.0326086956521739
"587","VMpure",28,"New","VM",651.5,0.0625
"588","VMpure",28,"Old","VM",697,0.117021276595745
"589","VMpure",29,"New","VM",611,0.0740740740740741
"590","VMpure",29,"Old","VM",525,0.0727272727272728
"591","VMpure",30,"New","VM",1362,0.175824175824176
"592","VMpure",30,"Old","VM",1312,0.103092783505155
"593","VMpure",31,"New","VM",1296,0.541176470588235
"594","VMpure",31,"Old","VM",1537.5,0.386363636363636
"595","VMpure",32,"New","VM",850.5,0.103448275862069
"596","VMpure",32,"Old","VM",794,0.21875
"597","VMpure",33,"New","VM",891.5,0.145631067961165
"598","VMpure",33,"Old","VM",837,0.0804597701149425
"599","VMpure",34,"New","VM",1060,0.0851063829787234
"600","VMpure",34,"Old","VM",1135,0.103092783505155
"601","VMpure",35,"New","VM",1177,0.0412371134020618
"602","VMpure",35,"Old","VM",1171,0.0795454545454546
"603","VMpure",36,"New","VM",649.5,0.0120481927710844
"604","VMpure",36,"Old","VM",631,0.0645161290322581
