"","Subnum","Block","Trial","Old","testcdisgard","Setsize","Serpos","Lag","Response","Correctness","Side","RT","WhichProbe","Stimkind","FileCondi","prob1","prob2","prob3","prob4","prob5","prob6","prob7","prob8"
"546",3,8,18,1,1,4,1,4,1,0,0,5399,477,0,"MIX",3,7,476,477,NA,NA,NA,NA
"547",3,8,19,2,1,8,0,0,2,0,0,2465,13,1,"MIX",3,5,8,7,478,479,480,481
"548",3,8,20,1,1,2,2,1,2,1,0,466,482,0,"MIX",3,482,NA,NA,NA,NA,NA,NA
"549",3,8,21,1,1,2,1,2,2,1,0,451,483,0,"MIX",5,483,NA,NA,NA,NA,NA,NA
"550",3,8,22,1,1,4,2,3,1,1,1,745,485,0,"MIX",8,3,484,485,NA,NA,NA,NA
"551",3,8,23,2,1,8,0,0,1,0,1,542,6,1,"MIX",8,2,4,6,486,487,488,489
"552",3,8,24,2,1,4,0,0,1,1,0,2097,15,1,"MIX",4,8,490,491,NA,NA,NA,NA
"553",3,9,1,2,1,2,0,0,2,1,1,493,493,0,"MIX",1,492,NA,NA,NA,NA,NA,NA
"554",3,9,2,2,1,8,0,0,1,1,0,587,498,0,"MIX",2,3,4,7,494,495,496,497
"555",3,9,3,1,1,2,2,1,2,0,1,487,1,1,"MIX",1,499,NA,NA,NA,NA,NA,NA
"556",3,9,4,1,1,4,3,2,2,1,0,588,1,1,"MIX",6,1,500,501,NA,NA,NA,NA
"557",3,9,5,1,1,2,1,2,2,1,0,600,8,1,"MIX",8,502,NA,NA,NA,NA,NA,NA
"558",3,9,6,2,1,4,0,0,2,1,1,1336,1,1,"MIX",8,6,503,504,NA,NA,NA,NA
"559",3,9,7,1,1,8,8,1,2,1,0,436,508,0,"MIX",4,6,5,1,505,506,507,508
"560",3,9,8,1,1,4,1,4,1,1,1,602,3,1,"MIX",6,3,509,510,NA,NA,NA,NA
"561",3,9,9,1,1,2,1,2,1,1,1,454,6,1,"MIX",6,511,NA,NA,NA,NA,NA,NA
"562",3,9,10,1,1,8,6,3,2,1,0,1380,7,1,"MIX",1,2,7,5,512,513,514,515
"563",3,9,11,2,1,4,0,0,1,1,0,645,518,0,"MIX",2,1,516,517,NA,NA,NA,NA
"564",3,9,12,1,1,8,5,4,2,0,1,2748,1,1,"MIX",2,5,1,8,519,520,521,522
"565",3,9,13,1,1,4,1,4,1,1,1,662,4,1,"MIX",2,4,523,524,NA,NA,NA,NA
"566",3,9,14,2,1,4,0,0,2,1,1,868,5,1,"MIX",8,7,525,526,NA,NA,NA,NA
"567",3,9,15,1,1,2,1,2,1,1,1,549,8,1,"MIX",8,527,NA,NA,NA,NA,NA,NA
"568",3,9,16,2,1,8,0,0,2,1,1,1650,1,1,"MIX",8,2,4,7,528,529,530,531
"569",3,9,17,1,1,8,7,2,1,1,1,721,534,0,"MIX",3,2,1,8,532,533,534,535
"570",3,9,18,2,1,2,0,0,1,1,0,551,15,1,"MIX",5,536,NA,NA,NA,NA,NA,NA
"571",3,9,19,1,1,2,1,2,2,1,0,628,537,0,"MIX",6,537,NA,NA,NA,NA,NA,NA
"572",3,9,20,2,1,4,0,0,1,1,0,804,540,0,"MIX",7,2,538,539,NA,NA,NA,NA
"573",3,9,21,2,1,4,0,0,1,1,0,540,543,0,"MIX",1,4,541,542,NA,NA,NA,NA
"574",3,9,22,1,1,8,6,3,2,1,0,696,544,0,"MIX",5,1,6,8,544,545,546,547
"575",3,9,23,2,1,4,0,0,2,1,1,1716,2,1,"MIX",3,7,548,549,NA,NA,NA,NA
"576",3,9,24,2,1,8,0,0,1,1,0,657,12,1,"MIX",3,8,6,2,550,551,552,553
"577",4,2,1,1,1,4,4,1,2,1,0,476,3,1,"MIX",3,7,83,84,NA,NA,NA,NA
"578",4,2,2,1,1,4,2,3,2,0,1,640,85,0,"MIX",1,2,85,86,NA,NA,NA,NA
"579",4,2,3,2,1,4,0,0,2,1,1,1120,7,1,"MIX",6,7,87,88,NA,NA,NA,NA
"580",4,2,4,2,1,4,0,0,2,1,1,1067,8,1,"MIX",5,7,89,90,NA,NA,NA,NA
"581",4,2,5,2,1,8,0,0,2,0,0,2036,11,1,"MIX",3,2,5,8,91,92,93,94
"582",4,2,6,2,1,4,0,0,2,1,1,1513,7,1,"MIX",7,1,95,96,NA,NA,NA,NA
"583",4,2,7,1,1,2,1,2,1,1,1,655,1,1,"MIX",1,97,NA,NA,NA,NA,NA,NA
"584",4,2,8,2,1,2,0,0,2,1,1,825,99,0,"MIX",2,98,NA,NA,NA,NA,NA,NA
"585",4,2,9,1,1,4,3,2,1,1,1,656,6,1,"MIX",5,6,100,101,NA,NA,NA,NA
"586",4,2,10,2,1,4,0,0,2,1,1,716,104,0,"MIX",7,5,102,103,NA,NA,NA,NA
"587",4,2,11,1,1,8,6,3,2,1,0,591,7,1,"MIX",5,7,3,2,105,106,107,108
"588",4,2,12,2,1,4,0,0,2,1,1,640,111,0,"MIX",7,8,109,110,NA,NA,NA,NA
"589",4,2,13,2,1,2,0,0,1,1,0,585,10,1,"MIX",1,112,NA,NA,NA,NA,NA,NA
"590",4,2,14,2,1,8,0,0,2,1,1,1300,3,1,"MIX",8,4,3,2,113,114,115,116
"591",4,2,15,2,1,2,0,0,1,1,0,849,118,0,"MIX",8,117,NA,NA,NA,NA,NA,NA
"592",4,2,16,1,1,2,2,1,2,1,0,545,7,1,"MIX",7,119,NA,NA,NA,NA,NA,NA
"593",4,2,17,1,1,8,7,2,2,1,0,734,6,1,"MIX",7,8,2,6,120,121,122,123
"594",4,2,18,1,1,4,2,3,1,1,1,632,8,1,"MIX",7,8,124,125,NA,NA,NA,NA
"595",4,2,19,2,1,8,0,0,2,1,1,607,130,0,"MIX",5,8,4,2,126,127,128,129
"596",4,2,20,1,1,8,3,6,2,1,0,516,3,1,"MIX",2,5,6,3,131,132,133,134
"597",4,2,21,1,1,4,3,2,2,1,0,423,136,0,"MIX",8,7,135,136,NA,NA,NA,NA
"598",4,2,22,1,1,2,2,1,2,1,0,442,8,1,"MIX",8,137,NA,NA,NA,NA,NA,NA
"599",4,2,23,1,1,8,5,4,1,1,1,807,139,0,"MIX",3,7,4,6,138,139,140,141
"600",4,2,24,1,1,4,2,3,1,1,1,495,142,0,"MIX",2,3,142,143,NA,NA,NA,NA
"601",4,3,1,1,1,2,1,2,1,1,1,401,7,1,"MIX",7,144,NA,NA,NA,NA,NA,NA
"602",4,3,2,2,1,2,0,0,1,1,0,658,146,0,"MIX",3,145,NA,NA,NA,NA,NA,NA
"603",4,3,3,1,1,2,2,1,2,1,0,490,147,0,"MIX",1,147,NA,NA,NA,NA,NA,NA
"604",4,3,4,2,1,4,0,0,2,1,1,589,150,0,"MIX",5,1,148,149,NA,NA,NA,NA
"605",4,3,5,2,1,8,0,0,1,1,0,904,15,1,"MIX",3,2,8,4,151,152,153,154
"606",4,3,6,2,1,4,0,0,2,1,1,636,1,1,"MIX",8,5,155,156,NA,NA,NA,NA
"607",4,3,7,1,1,8,3,6,2,1,0,1572,157,0,"MIX",4,6,8,3,157,158,159,160
"608",4,3,8,2,1,4,0,0,2,1,1,701,4,1,"MIX",5,6,161,162,NA,NA,NA,NA
"609",4,3,9,1,1,8,5,4,1,1,1,609,164,0,"MIX",7,4,1,6,163,164,165,166
"610",4,3,10,1,1,2,2,1,1,1,1,428,6,1,"MIX",6,167,NA,NA,NA,NA,NA,NA
"611",4,3,11,2,1,4,0,0,2,1,1,466,170,0,"MIX",2,3,168,169,NA,NA,NA,NA
"612",4,3,12,1,1,8,7,2,2,1,0,637,174,0,"MIX",4,6,2,3,171,172,173,174
"613",4,3,13,1,1,2,1,2,2,1,0,502,175,0,"MIX",5,175,NA,NA,NA,NA,NA,NA
"614",4,3,14,2,1,4,0,0,1,0,1,889,5,1,"MIX",4,1,176,177,NA,NA,NA,NA
"615",4,3,15,2,1,8,0,0,2,1,1,1384,2,1,"MIX",1,4,5,6,178,179,180,181
"616",4,3,16,1,1,2,2,1,2,1,0,436,182,0,"MIX",7,182,NA,NA,NA,NA,NA,NA
"617",4,3,17,2,1,4,0,0,2,1,1,617,4,1,"MIX",3,7,183,184,NA,NA,NA,NA
"618",4,3,18,1,1,4,2,3,2,1,0,1015,186,0,"MIX",3,4,185,186,NA,NA,NA,NA
"619",4,3,19,1,1,2,2,1,2,0,1,593,3,1,"MIX",3,187,NA,NA,NA,NA,NA,NA
"620",4,3,20,1,1,2,1,2,2,1,0,796,188,0,"MIX",6,188,NA,NA,NA,NA,NA,NA
"621",4,3,21,2,1,4,0,0,1,1,0,689,191,0,"MIX",2,3,189,190,NA,NA,NA,NA
"622",4,3,22,2,1,2,0,0,1,1,0,906,13,1,"MIX",5,192,NA,NA,NA,NA,NA,NA
"623",4,3,23,2,1,4,0,0,2,1,1,574,3,1,"MIX",3,8,193,194,NA,NA,NA,NA
"624",4,3,24,2,1,4,0,0,1,1,0,623,197,0,"MIX",7,6,195,196,NA,NA,NA,NA
"625",4,4,1,1,1,8,6,3,2,1,0,678,199,0,"MIX",2,3,5,6,198,199,200,201
"626",4,4,2,1,1,2,1,2,2,1,0,655,1,1,"MIX",1,202,NA,NA,NA,NA,NA,NA
"627",4,4,3,2,1,2,0,0,2,1,1,535,204,0,"MIX",2,203,NA,NA,NA,NA,NA,NA
"628",4,4,4,2,1,8,0,0,1,1,0,785,209,0,"MIX",3,2,6,8,205,206,207,208
"629",4,4,5,1,1,8,5,4,1,1,1,565,4,1,"MIX",6,8,1,4,210,211,212,213
"630",4,4,6,1,1,2,2,1,1,1,1,465,2,1,"MIX",2,214,NA,NA,NA,NA,NA,NA
"631",4,4,7,2,1,4,0,0,1,1,0,552,217,0,"MIX",1,7,215,216,NA,NA,NA,NA
"632",4,4,8,2,1,2,0,0,2,1,1,500,219,0,"MIX",7,218,NA,NA,NA,NA,NA,NA
"633",4,4,9,2,1,4,0,0,2,1,1,473,222,0,"MIX",2,3,220,221,NA,NA,NA,NA
"634",4,4,10,2,1,4,0,0,1,1,0,556,225,0,"MIX",4,3,223,224,NA,NA,NA,NA
"635",4,4,11,1,1,8,4,5,1,1,1,1089,228,0,"MIX",4,7,8,6,226,227,228,229
"636",4,4,12,2,1,2,0,0,2,1,1,538,6,1,"MIX",6,230,NA,NA,NA,NA,NA,NA
"637",4,4,13,2,1,2,0,0,1,1,0,630,13,1,"MIX",4,231,NA,NA,NA,NA,NA,NA
"638",4,4,14,2,1,8,0,0,2,1,1,1470,1,1,"MIX",5,7,6,4,232,233,234,235
"639",4,4,15,2,1,4,0,0,1,1,0,554,238,0,"MIX",3,4,236,237,NA,NA,NA,NA
"640",4,4,16,2,1,2,0,0,1,1,0,503,240,0,"MIX",2,239,NA,NA,NA,NA,NA,NA
"641",4,4,17,2,1,8,0,0,1,1,0,593,245,0,"MIX",2,3,6,4,241,242,243,244
"642",4,4,18,1,1,8,2,7,1,1,1,523,8,1,"MIX",1,7,2,8,246,247,248,249
"643",4,4,19,2,1,4,0,0,1,1,0,813,252,0,"MIX",3,7,250,251,NA,NA,NA,NA
"644",4,4,20,1,1,4,4,1,2,1,0,548,254,0,"MIX",4,8,253,254,NA,NA,NA,NA
"645",4,4,21,1,1,4,2,3,1,1,1,965,256,0,"MIX",6,4,255,256,NA,NA,NA,NA
"646",4,4,22,1,1,8,1,8,1,1,1,877,260,0,"MIX",4,1,2,8,257,258,259,260
"647",4,4,23,1,1,4,3,2,2,1,0,912,262,0,"MIX",4,5,261,262,NA,NA,NA,NA
"648",4,4,24,2,1,8,0,0,2,1,1,762,6,1,"MIX",6,1,5,3,263,264,265,266
"649",4,5,1,1,1,2,1,2,2,1,0,548,4,1,"MIX",4,267,NA,NA,NA,NA,NA,NA
"650",4,5,2,1,1,8,2,7,2,1,0,590,269,0,"MIX",7,4,1,8,268,269,270,271
"651",4,5,3,2,1,2,0,0,2,1,1,1002,4,1,"MIX",2,272,NA,NA,NA,NA,NA,NA
"652",4,5,4,2,1,8,0,0,1,1,0,623,277,0,"MIX",4,2,6,7,273,274,275,276
"653",4,5,5,1,1,4,4,1,1,1,1,445,5,1,"MIX",5,2,278,279,NA,NA,NA,NA
"654",4,5,6,1,1,2,2,1,2,1,0,414,280,0,"MIX",4,280,NA,NA,NA,NA,NA,NA
"655",4,5,7,1,1,4,4,1,2,1,0,502,6,1,"MIX",3,6,281,282,NA,NA,NA,NA
"656",4,5,8,1,1,8,8,1,1,1,1,466,5,1,"MIX",8,5,3,6,283,284,285,286
"657",4,5,9,1,1,2,2,1,2,1,0,371,287,0,"MIX",7,287,NA,NA,NA,NA,NA,NA
"658",4,5,10,2,1,8,0,0,1,1,0,851,13,1,"MIX",4,1,7,5,288,289,290,291
"659",4,5,11,1,1,4,2,3,2,1,0,1032,293,0,"MIX",2,6,292,293,NA,NA,NA,NA
"660",4,5,12,2,1,8,0,0,2,1,1,575,298,0,"MIX",8,6,1,5,294,295,296,297
"661",4,5,13,1,1,8,5,4,1,1,1,630,3,1,"MIX",2,8,6,3,299,300,301,302
"662",4,5,14,2,1,8,0,0,1,0,1,800,1,1,"MIX",5,6,8,4,303,304,305,306
"663",4,5,15,1,1,8,4,5,2,1,0,1314,307,0,"MIX",5,7,3,2,307,308,309,310
"664",4,5,16,1,1,2,2,1,2,1,0,656,311,0,"MIX",8,311,NA,NA,NA,NA,NA,NA
"665",4,5,17,2,1,4,0,0,2,1,1,572,314,0,"MIX",6,1,312,313,NA,NA,NA,NA
"666",4,5,18,2,1,4,0,0,1,0,1,844,7,1,"MIX",6,8,315,316,NA,NA,NA,NA
"667",4,5,19,2,1,2,0,0,2,1,1,622,318,0,"MIX",2,317,NA,NA,NA,NA,NA,NA
"668",4,5,20,1,1,8,7,2,2,0,1,823,7,1,"MIX",5,3,7,6,319,320,321,322
"669",4,5,21,1,1,8,4,5,2,1,0,743,5,1,"MIX",3,6,7,5,323,324,325,326
"670",4,5,22,2,1,2,0,0,1,1,0,571,328,0,"MIX",3,327,NA,NA,NA,NA,NA,NA
"671",4,5,23,1,1,2,2,1,2,1,0,472,329,0,"MIX",7,329,NA,NA,NA,NA,NA,NA
"672",4,5,24,2,1,2,0,0,2,1,1,602,6,1,"MIX",2,330,NA,NA,NA,NA,NA,NA
"673",4,6,1,1,1,2,1,2,2,1,0,468,1,1,"MIX",1,331,NA,NA,NA,NA,NA,NA
"674",4,6,2,1,1,2,1,2,1,1,1,724,1,1,"MIX",1,332,NA,NA,NA,NA,NA,NA
"675",4,6,3,1,1,8,7,2,1,1,1,585,333,0,"MIX",4,8,3,6,333,334,335,336
"676",4,6,4,1,1,4,3,2,1,1,1,714,3,1,"MIX",3,5,337,338,NA,NA,NA,NA
"677",4,6,5,1,1,2,2,1,1,1,1,737,339,0,"MIX",5,339,NA,NA,NA,NA,NA,NA
"678",4,6,6,1,1,8,6,3,2,1,0,545,2,1,"MIX",5,2,8,4,340,341,342,343
"679",4,6,7,1,1,4,3,2,2,1,0,691,345,0,"MIX",3,8,344,345,NA,NA,NA,NA
"680",4,6,8,1,1,4,2,3,1,1,1,895,6,1,"MIX",1,6,346,347,NA,NA,NA,NA
"681",4,6,9,1,1,2,2,1,1,1,1,478,348,0,"MIX",1,348,NA,NA,NA,NA,NA,NA
"682",4,6,10,1,1,4,3,2,2,1,0,674,349,0,"MIX",2,8,349,350,NA,NA,NA,NA
"683",4,6,11,1,1,4,4,1,2,1,0,544,5,1,"MIX",5,3,351,352,NA,NA,NA,NA
"684",4,6,12,1,1,4,2,3,1,1,1,529,354,0,"MIX",6,8,353,354,NA,NA,NA,NA
"685",4,6,13,2,1,2,0,0,2,1,1,560,8,1,"MIX",8,355,NA,NA,NA,NA,NA,NA
"686",4,6,14,1,1,2,1,2,1,1,1,668,1,1,"MIX",1,356,NA,NA,NA,NA,NA,NA
"687",4,6,15,1,1,2,2,1,2,1,0,500,2,1,"MIX",2,357,NA,NA,NA,NA,NA,NA
"688",4,6,16,2,1,8,0,0,2,1,1,753,362,0,"MIX",5,7,1,3,358,359,360,361
"689",4,6,17,1,1,8,5,4,2,1,0,533,8,1,"MIX",8,3,4,7,363,364,365,366
"690",4,6,18,2,1,8,0,0,1,1,0,642,371,0,"MIX",6,5,7,8,367,368,369,370
"691",4,6,19,1,1,2,1,2,2,1,0,524,372,0,"MIX",6,372,NA,NA,NA,NA,NA,NA
"692",4,6,20,1,1,4,3,2,1,1,1,529,6,1,"MIX",7,6,373,374,NA,NA,NA,NA
"693",4,6,21,1,1,2,2,1,1,1,1,383,375,0,"MIX",6,375,NA,NA,NA,NA,NA,NA
"694",4,6,22,2,1,4,0,0,1,1,0,646,12,1,"MIX",6,7,376,377,NA,NA,NA,NA
"695",4,6,23,1,1,2,2,1,1,1,1,382,1,1,"MIX",1,378,NA,NA,NA,NA,NA,NA
"696",4,6,24,2,1,4,0,0,1,1,0,551,381,0,"MIX",3,4,379,380,NA,NA,NA,NA
"697",4,7,1,2,1,8,0,0,2,1,1,830,6,1,"MIX",4,1,7,2,382,383,384,385
"698",4,7,2,2,1,8,0,0,2,1,1,1004,390,0,"MIX",3,5,6,7,386,387,388,389
"699",4,7,3,1,1,8,6,3,2,1,0,486,391,0,"MIX",1,7,4,3,391,392,393,394
"700",4,7,4,1,1,4,2,3,1,1,1,794,2,1,"MIX",2,5,395,396,NA,NA,NA,NA
"701",4,7,5,2,1,8,0,0,2,1,1,1082,8,1,"MIX",6,5,7,1,397,398,399,400
"702",4,7,6,1,1,8,2,7,1,0,0,734,404,0,"MIX",5,4,1,8,401,402,403,404
"703",4,7,7,1,1,4,3,2,2,1,0,710,8,1,"MIX",6,8,405,406,NA,NA,NA,NA
"704",4,7,8,1,1,2,2,1,2,1,0,413,407,0,"MIX",3,407,NA,NA,NA,NA,NA,NA
"705",4,7,9,1,1,8,2,7,2,1,0,542,7,1,"MIX",2,5,8,7,408,409,410,411
"706",4,7,10,1,1,8,7,2,2,1,0,714,5,1,"MIX",5,2,6,4,412,413,414,415
"707",4,7,11,1,1,8,7,2,1,1,1,475,418,0,"MIX",7,1,5,3,416,417,418,419
"708",4,7,12,1,1,2,1,2,2,1,0,443,420,0,"MIX",5,420,NA,NA,NA,NA,NA,NA
"709",4,7,13,1,1,8,2,7,2,1,0,761,8,1,"MIX",8,3,2,5,421,422,423,424
"710",4,7,14,2,1,2,0,0,2,0,0,1982,15,1,"MIX",4,425,NA,NA,NA,NA,NA,NA
"711",4,7,15,2,1,8,0,0,2,1,1,783,430,0,"MIX",8,7,3,4,426,427,428,429
"712",4,7,16,2,1,4,0,0,1,1,0,774,433,0,"MIX",1,4,431,432,NA,NA,NA,NA
"713",4,7,17,1,1,2,1,2,1,1,1,491,8,1,"MIX",8,434,NA,NA,NA,NA,NA,NA
"714",4,7,18,2,1,8,0,0,1,0,1,873,8,1,"MIX",3,5,8,7,435,436,437,438
"715",4,7,19,1,1,2,1,2,1,1,1,569,439,0,"MIX",7,439,NA,NA,NA,NA,NA,NA
"716",4,7,20,2,1,8,0,0,1,1,0,660,10,1,"MIX",6,5,1,7,440,441,442,443
"717",4,7,21,2,1,2,0,0,2,1,1,619,445,0,"MIX",8,444,NA,NA,NA,NA,NA,NA
"718",4,7,22,1,1,8,6,3,1,1,1,580,448,0,"MIX",1,6,4,5,446,447,448,449
"719",4,7,23,2,1,4,0,0,2,1,1,1061,8,1,"MIX",5,2,450,451,NA,NA,NA,NA
"720",4,7,24,2,1,4,0,0,1,1,0,625,15,1,"MIX",1,2,452,453,NA,NA,NA,NA
"721",4,8,1,1,1,2,2,1,2,1,0,489,454,0,"MIX",3,454,NA,NA,NA,NA,NA,NA
"722",4,8,2,1,1,8,3,6,1,1,1,614,5,1,"MIX",1,5,3,4,455,456,457,458
"723",4,8,3,1,1,8,5,4,1,1,1,493,2,1,"MIX",7,4,3,2,459,460,461,462
"724",4,8,4,2,1,8,0,0,2,1,1,549,467,0,"MIX",7,3,4,1,463,464,465,466
"725",4,8,5,2,1,4,0,0,2,0,0,1847,15,1,"MIX",3,5,468,469,NA,NA,NA,NA
"726",4,8,6,2,1,2,0,0,2,1,1,479,2,1,"MIX",6,470,NA,NA,NA,NA,NA,NA
"727",4,8,7,2,1,4,0,0,2,1,1,755,8,1,"MIX",4,5,471,472,NA,NA,NA,NA
"728",4,8,8,2,1,2,0,0,1,1,0,600,10,1,"MIX",5,473,NA,NA,NA,NA,NA,NA
"729",4,8,9,1,1,4,4,1,2,1,0,631,6,1,"MIX",6,8,474,475,NA,NA,NA,NA
"730",4,8,10,1,1,4,4,1,2,1,0,485,1,1,"MIX",4,1,476,477,NA,NA,NA,NA
"731",4,8,11,1,1,2,1,2,1,1,1,516,478,0,"MIX",6,478,NA,NA,NA,NA,NA,NA
"732",4,8,12,2,1,2,0,0,2,1,1,563,480,0,"MIX",6,479,NA,NA,NA,NA,NA,NA
"733",4,8,13,1,1,4,4,1,1,1,1,611,481,0,"MIX",2,5,481,482,NA,NA,NA,NA
"734",4,8,14,1,1,2,1,2,2,1,0,764,483,0,"MIX",2,483,NA,NA,NA,NA,NA,NA
"735",4,8,15,2,1,8,0,0,2,1,1,958,7,1,"MIX",8,5,1,7,484,485,486,487
"736",4,8,16,2,1,2,0,0,1,1,0,538,11,1,"MIX",3,488,NA,NA,NA,NA,NA,NA
"737",4,8,17,1,1,2,2,1,2,1,0,503,489,0,"MIX",8,489,NA,NA,NA,NA,NA,NA
"738",4,8,18,2,1,8,0,0,2,1,1,790,2,1,"MIX",1,8,6,4,490,491,492,493
"739",4,8,19,2,1,2,0,0,2,1,1,457,7,1,"MIX",6,494,NA,NA,NA,NA,NA,NA
"740",4,8,20,1,1,8,2,7,1,1,1,1110,496,0,"MIX",3,7,2,5,495,496,497,498
"741",4,8,21,2,1,4,0,0,2,1,1,513,5,1,"MIX",4,6,499,500,NA,NA,NA,NA
"742",4,8,22,2,1,2,0,0,1,1,0,623,15,1,"MIX",7,501,NA,NA,NA,NA,NA,NA
"743",4,8,23,2,1,2,0,0,2,1,1,474,3,1,"MIX",3,502,NA,NA,NA,NA,NA,NA
"744",4,8,24,2,1,2,0,0,1,1,0,506,504,0,"MIX",1,503,NA,NA,NA,NA,NA,NA
"745",4,9,1,2,1,8,0,0,1,1,0,750,509,0,"MIX",1,8,2,5,505,506,507,508
"746",4,9,2,1,1,2,2,1,2,1,0,435,6,1,"MIX",6,510,NA,NA,NA,NA,NA,NA
"747",4,9,3,1,1,4,1,4,1,1,1,1352,7,1,"MIX",5,7,511,512,NA,NA,NA,NA
"748",4,9,4,2,1,8,0,0,1,1,0,644,517,0,"MIX",1,3,6,2,513,514,515,516
"749",4,9,5,1,1,4,1,4,2,1,0,736,519,0,"MIX",6,7,518,519,NA,NA,NA,NA
"750",4,9,6,2,1,8,0,0,1,1,0,883,16,1,"MIX",7,8,2,4,520,521,522,523
"751",4,9,7,2,1,2,0,0,1,1,0,576,525,0,"MIX",7,524,NA,NA,NA,NA,NA,NA
"752",4,9,8,1,1,8,6,3,1,1,1,635,1,1,"MIX",4,8,1,5,526,527,528,529
"753",4,9,9,2,1,8,0,0,2,1,1,816,3,1,"MIX",6,4,8,1,530,531,532,533
"754",4,9,10,2,1,4,0,0,2,1,1,615,536,0,"MIX",3,2,534,535,NA,NA,NA,NA
"755",4,9,11,1,1,4,3,2,1,1,1,551,538,0,"MIX",7,6,537,538,NA,NA,NA,NA
"756",4,9,12,1,1,4,3,2,2,1,0,665,7,1,"MIX",3,7,539,540,NA,NA,NA,NA
"757",4,9,13,1,1,2,2,1,1,1,1,449,4,1,"MIX",4,541,NA,NA,NA,NA,NA,NA
"758",4,9,14,2,1,2,0,0,2,1,1,769,543,0,"MIX",4,542,NA,NA,NA,NA,NA,NA
"759",4,9,15,2,1,4,0,0,1,1,0,904,546,0,"MIX",1,6,544,545,NA,NA,NA,NA
"760",4,9,16,1,1,4,2,3,1,1,1,970,7,1,"MIX",4,7,547,548,NA,NA,NA,NA
"761",4,9,17,2,1,2,0,0,1,1,0,517,550,0,"MIX",2,549,NA,NA,NA,NA,NA,NA
"762",4,9,18,1,1,4,2,3,2,1,0,712,6,1,"MIX",6,3,551,552,NA,NA,NA,NA
"763",4,9,19,2,1,8,0,0,2,1,1,634,5,1,"MIX",8,3,6,7,553,554,555,556
"764",4,9,20,2,1,8,0,0,1,0,1,931,5,1,"MIX",2,7,4,8,557,558,559,560
"765",4,9,21,2,1,4,0,0,1,1,0,709,11,1,"MIX",1,3,561,562,NA,NA,NA,NA
"766",4,9,22,1,1,4,2,3,2,1,0,943,6,1,"MIX",6,4,563,564,NA,NA,NA,NA
"767",4,9,23,2,1,8,0,0,1,1,0,730,13,1,"MIX",5,3,6,1,565,566,567,568
"768",4,9,24,1,1,8,4,5,1,1,1,859,571,0,"MIX",4,6,7,8,569,570,571,572
