"","Subnum","Block","Trial","Condition","OldNew","Setsize","Serpos","Lag","Response","Correctness","RT","WhichProbe","prob1","prob2","prob3","prob4","prob5","prob6","surveyq"
"1",1,1,1,"1","1","6",4,3,1,1,2255,1,7,10,6,1,8,5,NA
"2",1,1,3,"5","1","4",3,2,1,1,545,6,7,2,6,10,0,0,NA
"3",1,1,4,"5","1","2",1,2,1,1,1584,6,6,2,0,0,0,0,NA
"4",1,1,5,"3","2","4",0,0,2,1,824,3,2,9,5,10,0,0,NA
"5",1,1,6,"5","2","6",0,0,1,0,966,10,9,2,6,7,5,8,NA
"6",1,1,7,"3","2","6",0,0,2,1,782,3,5,2,8,9,10,6,NA
"7",1,1,8,"5","1","4",2,3,1,1,920,9,6,9,2,7,0,0,NA
"8",1,1,9,"1","1","4",2,3,1,1,780,1,6,1,8,5,0,0,NA
"9",1,1,10,"5","1","6",1,6,1,1,924,5,5,7,10,2,8,9,NA
"10",1,1,11,"3","2","4",0,0,2,1,784,3,8,2,7,9,0,0,NA
"11",1,1,12,"2","1","4",1,4,1,1,794,2,2,8,7,9,0,0,NA
"12",1,1,13,"5","1","6",3,4,1,1,665,10,8,9,10,7,2,6,NA
"13",1,1,14,"5","1","2",2,1,2,0,642,9,8,9,0,0,0,0,NA
"14",1,1,15,"1","1","4",1,4,1,1,754,1,1,9,8,7,0,0,NA
"15",1,1,16,"5","2","6",0,0,1,0,787,10,8,6,7,5,9,2,NA
"16",1,1,17,"5","2","4",0,0,2,1,1085,6,1,10,9,5,0,0,NA
"17",1,1,18,"4","2","2",0,0,2,1,805,4,5,7,0,0,0,0,NA
"18",1,1,19,"5","1","2",1,2,1,1,840,7,7,2,0,0,0,0,NA
"19",1,1,20,"5","1","6",6,1,1,1,678,5,10,2,6,9,8,5,NA
"20",1,1,21,"1","1","6",6,1,1,1,586,1,5,9,8,6,7,1,NA
"21",1,1,22,"5","2","2",0,0,2,1,1558,9,5,6,0,0,0,0,NA
"22",1,1,23,"5","1","4",2,3,1,1,1393,10,5,10,2,8,0,0,NA
"23",1,1,24,"4","2","6",0,0,2,1,760,4,8,9,2,5,6,10,NA
"24",1,1,25,"5","2","6",0,0,1,0,1289,6,7,10,8,9,2,5,NA
"25",1,2,1,"5","2","6",0,0,1,0,1249,7,2,6,9,8,5,10,NA
"26",1,2,2,"5","1","2",2,1,1,1,707,10,7,10,0,0,0,0,NA
"27",1,2,3,"5","1","6",3,4,1,1,805,9,8,2,9,5,10,6,NA
"28",1,2,4,"5","2","2",0,0,2,1,714,5,6,1,0,0,0,0,NA
"29",1,2,5,"5","2","2",0,0,1,0,465,10,8,6,0,0,0,0,NA
"30",1,2,6,"3","2","6",0,0,2,1,812,3,6,2,8,10,7,9,NA
"31",1,2,7,"5","2","2",0,0,1,0,560,5,9,10,0,0,0,0,NA
"32",1,2,8,"2","1","2",2,1,1,1,783,2,7,2,0,0,0,0,NA
"33",1,2,9,"5","1","2",2,1,1,1,771,6,7,6,0,0,0,0,NA
"34",1,2,10,"2","1","4",2,3,1,1,1037,2,8,2,10,7,0,0,NA
"35",1,2,11,"4","2","4",0,0,2,1,573,4,2,5,6,10,0,0,NA
"36",1,2,12,"5","2","4",0,0,2,1,1504,8,9,10,2,5,0,0,NA
"37",1,2,13,"5","1","4",4,1,1,1,797,5,9,6,2,5,0,0,NA
"38",1,2,14,"5","1","2",1,2,1,1,881,9,9,2,0,0,0,0,NA
"39",1,2,15,"4","2","4",0,0,2,1,695,4,8,1,5,10,0,0,NA
"40",1,2,16,"1","1","2",1,2,1,1,879,1,1,10,0,0,0,0,NA
"41",1,2,17,"5","2","4",0,0,2,1,790,7,10,2,8,5,0,0,NA
"42",1,2,18,"4","2","2",0,0,2,1,506,4,9,7,0,0,0,0,NA
"43",1,2,19,"3","2","4",0,0,2,1,528,3,8,7,2,10,0,0,NA
"44",1,2,20,"5","1","2",2,1,1,1,431,5,9,5,0,0,0,0,NA
"45",1,2,21,"1","1","4",1,4,2,0,1111,1,1,10,9,6,0,0,NA
"46",1,2,22,"4","2","6",0,0,2,1,489,4,10,6,5,2,7,9,NA
"47",1,2,23,"5","1","4",3,2,1,1,1023,10,2,5,10,9,0,0,NA
"48",1,2,24,"2","1","2",2,1,1,1,554,2,8,2,0,0,0,0,NA
"49",1,2,25,"3","2","4",0,0,2,1,477,3,2,9,10,5,0,0,NA
"50",1,3,1,"3","2","6",0,0,2,1,540,3,2,9,10,5,8,6,NA
"51",1,3,2,"5","1","2",1,2,1,1,762,7,7,5,0,0,0,0,NA
"52",1,3,3,"1","1","2",2,1,1,1,656,1,8,1,0,0,0,0,NA
"53",1,3,4,"1","1","6",1,6,1,1,708,1,1,8,6,10,9,5,NA
"54",1,3,5,"5","1","6",1,6,1,1,839,7,7,10,8,2,5,6,NA
"55",1,3,6,"2","1","6",5,2,1,1,532,2,10,5,9,6,2,8,NA
"56",1,3,7,"2","1","6",2,5,1,1,557,2,8,2,9,7,5,6,NA
"57",1,3,8,"3","2","4",0,0,2,1,529,3,5,8,7,2,0,0,NA
"58",1,3,9,"5","1","6",1,6,1,1,538,5,5,6,8,7,2,9,NA
"59",1,3,10,"5","1","6",1,6,1,1,707,8,8,6,10,9,7,2,NA
"60",1,3,11,"5","1","2",2,1,1,1,427,6,5,6,0,0,0,0,NA
"61",1,3,12,"5","2","6",0,0,2,1,697,9,2,5,6,7,10,8,NA
"62",1,3,13,"1","1","6",5,2,1,1,636,1,8,10,9,6,1,7,NA
"63",1,3,14,"5","1","4",1,4,1,1,571,8,8,2,10,9,0,0,NA
"64",1,3,15,"3","2","2",0,0,2,1,473,3,8,5,0,0,0,0,NA
"65",1,3,16,"3","2","6",0,0,2,1,613,3,5,2,8,7,6,9,NA
"66",1,3,17,"5","1","2",2,1,1,1,577,10,2,10,0,0,0,0,NA
"67",1,3,18,"5","1","2",2,1,1,1,478,6,2,6,0,0,0,0,NA
"68",1,3,19,"3","2","6",0,0,2,1,586,3,7,5,2,10,9,6,NA
"69",1,3,20,"5","2","4",0,0,2,1,748,10,7,6,2,9,0,0,NA
"70",1,3,21,"2","1","4",1,4,1,1,1174,2,2,10,5,7,0,0,NA
"71",1,3,22,"5","1","2",2,1,1,1,427,7,1,7,0,0,0,0,NA
"72",1,3,23,"5","2","6",0,0,2,1,713,5,6,7,2,8,9,10,NA
"73",1,3,24,"2","1","4",1,4,1,1,1237,2,2,9,5,6,0,0,NA
"74",1,3,25,"5","2","2",0,0,2,1,456,10,7,6,0,0,0,0,NA
"75",1,4,1,"5","1","2",1,2,1,1,596,9,9,10,0,0,0,0,NA
"76",1,4,2,"1","1","2",1,2,1,1,416,1,1,7,0,0,0,0,NA
"77",1,4,3,"2","1","2",2,1,1,1,323,2,9,2,0,0,0,0,NA
"78",1,4,4,"5","1","6",1,6,1,1,582,7,7,5,6,10,2,8,NA
"79",1,4,5,"5","1","2",2,1,1,1,322,10,5,10,0,0,0,0,NA
"80",1,4,6,"5","1","4",4,1,1,1,350,7,8,5,2,7,0,0,NA
"81",1,4,7,"5","2","4",0,0,2,1,585,6,9,10,2,8,0,0,NA
"82",1,4,8,"5","2","6",0,0,2,1,545,5,7,6,9,2,8,10,NA
"83",1,4,9,"5","1","6",6,1,1,1,458,6,8,2,9,7,10,6,NA
"84",1,4,10,"5","1","2",1,2,1,1,428,7,7,2,0,0,0,0,NA
"85",1,4,11,"5","1","2",2,1,1,1,335,6,2,6,0,0,0,0,NA
"86",1,4,12,"5","2","6",0,0,2,1,752,9,7,2,8,10,5,6,NA
"87",1,4,13,"1","1","2",1,2,1,1,454,1,1,6,0,0,0,0,NA
"88",1,4,14,"3","2","6",0,0,2,1,450,3,5,8,9,2,7,10,NA
"89",1,4,15,"5","1","6",2,5,1,1,719,9,8,9,2,6,5,7,NA
"90",1,4,16,"5","1","2",1,2,1,1,454,6,6,5,0,0,0,0,NA
"91",1,4,17,"5","1","4",1,4,1,1,717,9,9,6,7,2,0,0,NA
"92",1,4,18,"5","2","2",0,0,2,1,485,9,10,7,0,0,0,0,NA
"93",1,4,19,"3","2","2",0,0,2,1,453,3,2,8,0,0,0,0,NA
"94",1,4,20,"3","2","2",0,0,2,1,407,3,6,10,0,0,0,0,NA
"95",1,4,21,"2","1","4",3,2,1,1,625,2,5,6,2,9,0,0,NA
"96",1,4,22,"5","1","6",1,6,1,1,582,9,9,6,7,5,2,10,NA
"97",1,4,23,"4","2","6",0,0,2,1,589,4,6,9,5,7,8,2,NA
"98",1,4,24,"3","2","4",0,0,2,1,495,3,10,2,9,6,0,0,NA
"99",1,4,25,"3","2","4",0,0,2,1,469,3,5,10,8,2,0,0,NA
"100",1,5,1,"3","2","4",0,0,2,1,514,3,8,2,7,9,0,0,NA
"101",1,5,2,"3","2","4",0,0,2,1,502,3,2,8,9,7,0,0,NA
"102",1,5,3,"5","1","2",2,1,1,1,342,8,6,8,0,0,0,0,NA
"103",1,5,4,"5","2","2",0,0,2,1,413,5,6,7,0,0,0,0,NA
"104",1,5,5,"3","2","6",0,0,2,1,523,3,5,10,9,2,8,6,NA
"105",1,5,6,"5","1","2",1,2,1,1,394,9,9,6,0,0,0,0,NA
"106",1,5,7,"3","2","6",0,0,2,1,489,3,9,8,7,5,2,10,NA
"107",1,5,8,"1","1","2",2,1,1,1,409,1,7,1,0,0,0,0,NA
"108",1,5,9,"5","1","4",3,2,1,1,482,8,10,5,8,9,0,0,NA
"109",1,5,10,"5","1","4",4,1,1,1,344,5,6,9,8,5,0,0,NA
"110",1,5,11,"3","2","4",0,0,2,1,484,3,5,10,9,6,0,0,NA
"111",1,5,12,"5","1","4",4,1,1,1,330,8,7,2,5,8,0,0,NA
"112",1,5,13,"5","2","6",0,0,1,0,603,6,10,2,9,5,8,7,NA
"113",1,5,14,"5","2","6",0,0,2,1,961,8,2,7,9,6,10,5,NA
"114",1,5,15,"5","1","6",1,6,1,1,762,9,9,6,7,2,8,10,NA
"115",1,5,16,"5","1","2",2,1,1,1,288,8,2,8,0,0,0,0,NA
"116",1,5,17,"3","2","4",0,0,2,1,493,3,8,10,7,2,0,0,NA
"117",1,5,18,"5","1","4",2,3,1,1,755,5,8,5,2,9,0,0,NA
"118",1,5,19,"5","2","4",0,0,2,1,510,7,10,9,2,5,0,0,NA
"119",1,5,20,"3","2","6",0,0,2,1,521,3,7,2,9,5,6,8,NA
"120",1,5,21,"5","1","2",1,2,1,1,472,8,8,5,0,0,0,0,NA
"121",1,5,22,"5","1","6",4,3,1,1,660,9,5,7,2,9,6,8,NA
"122",1,5,23,"2","1","2",2,1,1,1,350,2,10,2,0,0,0,0,NA
"123",1,5,24,"5","1","2",2,1,1,1,308,10,2,10,0,0,0,0,NA
"124",1,5,25,"5","1","2",2,1,1,1,284,5,7,5,0,0,0,0,NA
"125",1,6,1,"5","1","4",4,1,1,1,318,9,5,2,7,9,0,0,NA
"126",1,6,2,"5","2","6",0,0,1,0,576,5,8,6,2,10,7,9,NA
"127",1,6,3,"5","2","4",0,0,2,1,466,6,2,9,5,7,0,0,NA
"128",1,6,4,"3","2","2",0,0,2,1,500,3,9,6,0,0,0,0,NA
"129",1,6,5,"5","1","6",2,5,1,1,670,9,6,9,10,2,8,5,NA
"130",1,6,6,"5","1","2",1,2,1,1,423,7,7,2,0,0,0,0,NA
"131",1,6,7,"5","1","6",3,4,1,1,933,10,2,5,10,9,8,6,NA
"132",1,6,8,"4","2","6",0,0,2,1,462,4,9,5,7,10,6,2,NA
"133",1,6,9,"5","1","4",1,4,1,1,678,5,5,8,9,2,0,0,NA
"134",1,6,10,"2","1","2",1,2,1,1,543,2,2,10,0,0,0,0,NA
"135",1,6,11,"5","1","4",1,4,1,1,531,9,9,6,2,5,0,0,NA
"136",1,6,12,"5","1","2",1,2,1,1,305,5,5,6,0,0,0,0,NA
"137",1,6,13,"4","2","4",0,0,2,1,494,4,10,8,7,2,0,0,NA
"138",1,6,14,"5","2","4",0,0,2,1,1044,8,2,10,7,9,0,0,NA
"139",1,6,15,"4","2","6",0,0,2,1,505,4,5,6,9,10,2,8,NA
"140",1,6,16,"5","2","4",0,0,2,1,703,5,8,2,6,10,0,0,NA
"141",1,6,17,"5","1","4",1,4,1,1,732,5,5,10,7,2,0,0,NA
"142",1,6,18,"5","1","2",2,1,1,1,290,9,2,9,0,0,0,0,NA
"143",1,6,19,"5","2","6",0,0,1,0,1142,9,7,2,8,6,5,10,NA
"144",1,6,20,"3","2","2",0,0,2,1,540,3,9,2,0,0,0,0,NA
"145",1,6,21,"3","2","2",0,0,2,1,491,3,9,10,0,0,0,0,NA
"146",1,6,22,"5","1","4",3,2,1,1,704,7,8,2,7,5,0,0,NA
"147",1,6,23,"3","2","4",0,0,2,1,493,3,7,5,6,9,0,0,NA
"148",1,6,24,"3","2","2",0,0,2,1,430,3,6,8,0,0,0,0,NA
"149",1,6,25,"3","2","6",0,0,2,1,475,3,7,8,2,10,6,5,NA
"150",1,7,1,"3","2","6",0,0,2,1,438,3,6,10,8,2,5,9,NA
"151",1,7,2,"2","1","6",3,4,1,1,611,2,7,8,2,6,5,9,NA
"152",1,7,3,"1","1","2",1,2,1,1,351,1,1,5,0,0,0,0,NA
"153",1,7,4,"3","2","2",0,0,2,1,437,3,5,6,0,0,0,0,NA
"154",1,7,5,"5","1","2",2,1,1,1,359,9,10,9,0,0,0,0,NA
"155",1,7,6,"1","1","4",4,1,1,1,338,1,10,5,9,1,0,0,NA
"156",1,7,7,"5","2","4",0,0,2,1,510,7,2,8,6,9,0,0,NA
"157",1,7,8,"5","2","6",0,0,2,1,985,5,6,9,10,2,7,8,NA
"158",1,7,9,"1","1","4",3,2,1,1,442,1,5,10,1,7,0,0,NA
"159",1,7,10,"5","1","6",5,2,1,1,600,7,5,9,10,8,7,2,NA
"160",1,7,11,"5","1","2",1,2,1,1,404,6,6,9,0,0,0,0,NA
"161",1,7,12,"2","1","2",1,2,1,1,840,2,2,9,0,0,0,0,NA
"162",1,7,13,"5","1","6",4,3,1,1,501,9,8,7,5,9,2,6,NA
"163",1,7,14,"3","2","4",0,0,2,1,490,3,10,9,8,2,0,0,NA
"164",1,7,15,"5","1","4",3,2,1,1,448,8,6,2,8,5,0,0,NA
"165",1,7,16,"2","1","6",3,4,1,1,492,2,5,9,2,7,6,10,NA
"166",1,7,17,"2","1","4",3,2,1,1,401,2,5,7,2,9,0,0,NA
"167",1,7,18,"5","2","2",0,0,2,1,422,9,8,6,0,0,0,0,NA
"168",1,7,19,"5","1","2",1,2,1,1,344,8,8,10,0,0,0,0,NA
"169",1,7,20,"3","2","4",0,0,2,1,468,3,10,9,5,2,0,0,NA
"170",1,7,21,"4","2","4",0,0,2,1,411,4,2,10,6,8,0,0,NA
"171",1,7,22,"5","1","4",3,2,1,1,452,8,2,7,8,9,0,0,NA
"172",1,7,23,"2","1","2",1,2,1,1,341,2,2,5,0,0,0,0,NA
"173",1,7,24,"5","1","6",3,4,1,1,455,8,2,7,8,10,9,6,NA
"174",1,7,25,"5","1","4",1,4,2,0,1246,9,9,10,2,7,0,0,1
"175",2,1,1,"5","2","2",0,0,2,1,2969,7,2,5,0,0,0,0,NA
"176",2,1,2,"5","1","6",3,4,2,0,1340,6,2,10,6,5,9,8,NA
"177",2,1,3,"5","1","2",2,1,1,1,2987,9,7,9,0,0,0,0,NA
"178",2,1,4,"5","1","2",2,1,1,1,1720,8,10,8,0,0,0,0,NA
"179",2,1,5,"1","1","2",1,2,2,0,3303,1,1,7,0,0,0,0,NA
"180",2,1,6,"5","2","6",0,0,1,0,818,5,7,9,6,8,2,10,NA
"181",2,1,7,"5","1","6",1,6,1,1,2352,6,6,7,5,10,2,9,NA
"182",2,1,8,"5","2","4",0,0,2,1,2860,7,6,9,5,2,0,0,NA
"183",2,1,9,"5","1","4",2,3,1,1,3603,6,9,6,8,5,0,0,NA
"184",2,1,10,"4","2","6",0,0,2,1,1314,4,10,5,2,9,8,7,NA
"185",2,1,11,"5","2","2",0,0,2,1,1474,7,10,2,0,0,0,0,NA
"186",2,1,12,"3","2","2",0,0,2,1,2043,3,6,10,0,0,0,0,NA
"187",2,1,13,"1","1","2",2,1,1,1,1198,1,8,1,0,0,0,0,NA
"188",2,1,14,"5","2","4",0,0,2,1,2728,6,7,5,10,2,0,0,NA
"189",2,1,15,"4","2","4",0,0,2,1,1061,4,7,1,8,9,0,0,NA
"190",2,1,16,"4","2","4",0,0,1,0,1092,4,6,2,9,7,0,0,NA
"191",2,1,17,"4","2","2",0,0,2,1,1261,4,7,9,0,0,0,0,NA
"192",2,1,18,"5","1","6",4,3,1,1,2058,9,2,5,8,9,6,10,NA
"193",2,1,19,"5","2","6",0,0,2,1,1527,10,5,6,8,9,7,2,NA
"194",2,1,20,"5","1","6",3,4,2,0,1305,10,5,6,10,2,7,8,NA
"195",2,1,21,"3","2","2",0,0,2,1,889,3,2,5,0,0,0,0,NA
"196",2,1,22,"5","1","2",1,2,1,1,1338,6,6,5,0,0,0,0,NA
"197",2,1,23,"3","2","4",0,0,2,1,1486,3,2,6,10,7,0,0,NA
"198",2,1,24,"2","1","4",1,4,1,1,1996,2,2,10,6,9,0,0,NA
"199",2,1,25,"5","2","2",0,0,2,1,866,5,6,10,0,0,0,0,NA
"200",2,2,1,"5","1","2",1,2,1,1,2542,9,9,7,0,0,0,0,NA
"201",2,2,2,"3","2","4",0,0,2,1,803,3,8,7,2,9,0,0,NA
"202",2,2,3,"3","2","6",0,0,2,1,642,3,10,2,8,6,5,7,NA
"203",2,2,4,"5","1","2",1,2,1,1,876,7,7,5,0,0,0,0,NA
"204",2,2,5,"5","1","2",2,1,1,1,1390,7,10,7,0,0,0,0,NA
"205",2,2,6,"5","2","4",0,0,2,1,1200,8,10,2,7,5,0,0,NA
"206",2,2,7,"5","1","6",3,4,1,1,1087,8,2,10,8,9,7,6,NA
"207",2,2,8,"5","2","2",0,0,2,1,664,5,10,2,0,0,0,0,NA
"208",2,2,9,"5","1","6",6,1,1,1,1037,9,5,2,7,6,8,9,NA
"209",2,2,10,"5","1","2",2,1,1,1,1592,8,2,8,0,0,0,0,NA
"210",2,2,11,"2","1","2",2,1,1,1,797,2,5,2,0,0,0,0,NA
"211",2,2,12,"2","1","2",1,2,1,1,945,2,2,8,0,0,0,0,NA
"212",2,2,13,"3","2","2",0,0,2,1,592,3,2,10,0,0,0,0,NA
"213",2,2,14,"4","2","2",0,0,2,1,717,4,6,2,0,0,0,0,NA
"214",2,2,15,"5","2","2",0,0,2,1,868,5,10,2,0,0,0,0,NA
"215",2,2,16,"1","1","4",1,4,1,1,1131,1,1,6,10,8,0,0,NA
"216",2,2,17,"3","2","4",0,0,2,1,1143,3,2,10,8,5,0,0,NA
"217",2,2,18,"3","2","6",0,0,1,0,1417,3,9,2,10,5,6,7,NA
"218",2,2,19,"5","1","6",1,6,1,1,847,8,8,10,6,2,5,7,NA
"219",2,2,20,"4","2","6",0,0,2,1,1181,4,2,6,9,8,5,7,NA
"220",2,2,21,"1","1","2",1,2,1,1,1698,1,1,10,0,0,0,0,NA
"221",2,2,22,"3","2","2",0,0,2,1,675,3,7,10,0,0,0,0,NA
"222",2,2,23,"5","1","4",1,4,1,1,881,7,7,2,8,6,0,0,NA
"223",2,2,24,"5","2","2",0,0,2,1,722,10,5,2,0,0,0,0,NA
"224",2,2,25,"5","2","4",0,0,2,1,943,5,7,6,10,2,0,0,NA
"225",2,3,1,"3","2","6",0,0,2,1,1045,3,10,2,8,9,5,6,NA
"226",2,3,2,"5","2","2",0,0,2,1,688,7,6,10,0,0,0,0,NA
"227",2,3,3,"3","2","4",0,0,2,1,1102,3,2,10,7,8,0,0,NA
"228",2,3,4,"5","1","4",1,4,1,1,5227,8,8,5,2,6,0,0,NA
"229",2,3,5,"4","2","2",0,0,2,1,511,4,5,2,0,0,0,0,NA
"230",2,3,6,"5","2","2",0,0,2,1,1023,8,2,5,0,0,0,0,NA
"231",2,3,7,"3","2","4",0,0,2,1,992,3,9,2,8,10,0,0,NA
"232",2,3,8,"5","2","2",0,0,2,1,1117,5,7,10,0,0,0,0,NA
"233",2,3,9,"5","1","2",1,2,1,1,1204,8,8,9,0,0,0,0,NA
"234",2,3,10,"2","1","6",1,6,2,0,1139,2,2,10,7,8,6,5,NA
"235",2,3,11,"4","2","6",0,0,2,1,805,4,2,6,8,7,9,5,NA
"236",2,3,12,"5","2","6",0,0,1,0,1044,6,9,10,7,8,2,5,NA
"237",2,3,13,"5","1","6",5,2,1,1,1449,5,10,9,6,2,5,8,NA
"238",2,3,14,"5","2","4",0,0,2,1,969,7,2,10,9,5,0,0,NA
"239",2,3,15,"5","1","2",2,1,1,1,807,5,7,5,0,0,0,0,NA
"240",2,3,16,"5","1","6",6,1,1,1,1045,10,8,9,2,6,7,10,NA
"241",2,3,17,"3","2","6",0,0,2,1,635,3,2,7,5,9,8,10,NA
"242",2,3,18,"5","1","4",1,4,1,1,907,6,6,10,8,2,0,0,NA
"243",2,3,19,"5","2","2",0,0,2,1,875,9,2,10,0,0,0,0,NA
"244",2,3,20,"1","1","6",2,5,2,0,856,1,6,1,8,5,9,7,NA
"245",2,3,21,"5","2","4",0,0,2,1,1215,6,9,10,7,2,0,0,NA
"246",2,3,22,"5","2","4",0,0,2,1,1256,6,5,9,8,2,0,0,NA
"247",2,3,23,"5","1","4",2,3,1,1,1088,8,6,8,9,2,0,0,NA
"248",2,3,24,"5","2","2",0,0,2,1,920,6,2,10,0,0,0,0,NA
"249",2,3,25,"4","2","6",0,0,2,1,771,4,8,6,7,2,5,9,NA
"250",2,4,1,"2","1","4",2,3,1,1,1092,2,6,2,8,10,0,0,NA
"251",2,4,2,"5","1","6",4,3,1,1,1191,7,8,10,5,7,2,9,NA
"252",2,4,3,"1","1","2",2,1,1,1,988,1,7,1,0,0,0,0,NA
"253",2,4,4,"5","1","4",4,1,1,1,702,7,6,2,5,7,0,0,NA
"254",2,4,5,"5","2","4",0,0,1,0,860,7,9,2,5,10,0,0,NA
"255",2,4,6,"4","2","4",0,0,2,1,580,4,5,9,2,7,0,0,NA
"256",2,4,7,"2","1","4",1,4,1,1,854,2,2,10,7,8,0,0,NA
"257",2,4,8,"5","2","2",0,0,2,1,569,7,10,9,0,0,0,0,NA
"258",2,4,9,"5","1","6",4,3,1,1,769,6,10,5,2,6,9,7,NA
"259",2,4,10,"5","1","2",1,2,1,1,726,5,5,8,0,0,0,0,NA
"260",2,4,11,"5","2","2",0,0,2,1,606,7,10,6,0,0,0,0,NA
"261",2,4,12,"1","1","2",1,2,2,0,2410,1,1,8,0,0,0,0,NA
"262",2,4,13,"5","2","4",0,0,2,1,771,6,10,7,9,8,0,0,NA
"263",2,4,14,"2","1","6",4,3,1,1,852,2,8,9,6,2,5,7,NA
"264",2,4,15,"4","2","4",0,0,2,1,523,4,5,8,10,2,0,0,NA
"265",2,4,16,"5","1","4",3,2,1,1,768,9,7,8,9,2,0,0,NA
"266",2,4,17,"5","2","2",0,0,2,1,582,6,10,2,0,0,0,0,NA
"267",2,4,18,"5","1","2",1,2,1,1,674,7,7,2,0,0,0,0,NA
"268",2,4,19,"5","2","4",0,0,2,1,769,9,7,2,8,5,0,0,NA
"269",2,4,20,"5","1","6",5,2,1,1,866,7,5,9,2,10,7,6,NA
"270",2,4,21,"5","1","6",1,6,1,1,414,8,8,6,5,9,7,2,NA
"271",2,4,22,"4","2","6",0,0,2,1,573,4,2,8,10,7,5,9,NA
"272",2,4,23,"2","1","6",6,1,1,1,453,2,10,5,6,8,9,2,NA
"273",2,4,24,"1","1","4",1,4,2,0,668,1,1,10,5,6,0,0,NA
"274",2,4,25,"4","2","2",0,0,2,1,486,4,9,10,0,0,0,0,NA
"275",2,5,1,"5","1","6",1,6,1,1,1900,7,7,6,2,8,9,5,NA
"276",2,5,2,"3","2","2",0,0,2,1,372,3,8,2,0,0,0,0,NA
"277",2,5,3,"3","2","2",0,0,2,1,473,3,10,8,0,0,0,0,NA
"278",2,5,4,"2","1","4",2,3,1,1,800,2,6,2,5,9,0,0,NA
"279",2,5,5,"5","2","2",0,0,2,1,996,6,9,8,0,0,0,0,NA
"280",2,5,6,"5","2","6",0,0,2,1,1004,5,6,10,8,9,7,2,NA
"281",2,5,7,"5","2","4",0,0,1,0,1677,9,10,2,8,7,0,0,NA
"282",2,5,8,"2","1","4",3,2,2,0,596,2,7,10,2,9,0,0,NA
"283",2,5,9,"1","1","2",2,1,1,1,369,1,5,1,0,0,0,0,NA
"284",2,5,10,"3","2","2",0,0,2,1,423,3,10,2,0,0,0,0,NA
"285",2,5,11,"5","1","6",6,1,1,1,453,5,9,2,6,7,8,5,NA
"286",2,5,12,"4","2","2",0,0,2,1,423,4,2,8,0,0,0,0,NA
"287",2,5,13,"5","1","6",4,3,1,1,1557,7,2,8,10,7,9,6,NA
"288",2,5,14,"5","2","6",0,0,2,1,1270,9,5,6,7,10,2,8,NA
"289",2,5,15,"2","1","2",2,1,1,1,488,2,7,2,0,0,0,0,NA
"290",2,5,16,"1","1","4",1,4,1,1,478,1,1,9,6,7,0,0,NA
"291",2,5,17,"1","1","4",1,4,1,1,469,1,1,10,5,9,0,0,NA
"292",2,5,18,"1","1","4",3,2,1,1,716,1,10,9,1,5,0,0,NA
"293",2,5,19,"4","2","4",0,0,2,1,440,4,5,8,6,2,0,0,NA
"294",2,5,20,"2","1","4",1,4,1,1,465,2,2,9,8,7,0,0,NA
"295",2,5,21,"2","1","4",1,4,1,1,536,2,2,6,5,9,0,0,NA
"296",2,5,22,"3","2","4",0,0,2,1,508,3,2,5,9,7,0,0,NA
"297",2,5,23,"2","1","2",2,1,2,0,3996,2,5,2,0,0,0,0,NA
"298",2,5,24,"5","2","2",0,0,2,1,513,6,7,5,0,0,0,0,NA
"299",2,5,25,"2","1","2",1,2,1,1,513,2,2,8,0,0,0,0,NA
"300",2,6,1,"2","1","4",2,3,1,1,1270,2,7,2,5,10,0,0,NA
"301",2,6,2,"5","2","2",0,0,2,1,423,8,10,6,0,0,0,0,NA
"302",2,6,3,"3","2","4",0,0,2,1,496,3,5,2,6,7,0,0,NA
"303",2,6,4,"3","2","2",0,0,2,1,481,3,9,8,0,0,0,0,NA
"304",2,6,5,"5","1","6",4,3,2,0,605,10,8,5,9,10,2,7,NA
"305",2,6,6,"5","1","6",1,6,1,1,820,10,10,7,8,5,2,6,NA
"306",2,6,7,"5","2","4",0,0,2,1,1004,7,9,6,5,2,0,0,NA
"307",2,6,8,"5","1","4",3,2,1,1,1294,5,8,10,5,2,0,0,NA
"308",2,6,9,"2","1","6",1,6,2,0,426,2,2,10,8,5,6,9,NA
"309",2,6,10,"5","2","2",0,0,2,1,557,5,6,8,0,0,0,0,NA
"310",2,6,11,"2","1","4",2,3,1,1,513,2,9,2,5,8,0,0,NA
"311",2,6,12,"5","1","4",1,4,2,0,1174,10,10,2,7,8,0,0,NA
"312",2,6,13,"3","2","6",0,0,2,1,583,3,10,5,8,9,2,6,NA
"313",2,6,14,"5","1","4",4,1,1,1,553,7,10,2,5,7,0,0,NA
"314",2,6,15,"3","2","6",0,0,2,1,418,3,2,8,10,6,5,9,NA
"315",2,6,16,"5","2","2",0,0,2,1,453,7,2,10,0,0,0,0,NA
"316",2,6,17,"5","2","4",0,0,2,1,1021,5,8,10,2,6,0,0,NA
"317",2,6,18,"5","2","6",0,0,2,1,755,5,8,2,6,7,9,10,NA
"318",2,6,19,"5","1","6",5,2,1,1,820,6,9,10,8,7,6,2,NA
"319",2,6,20,"1","1","6",5,2,1,1,434,1,7,8,5,10,1,6,NA
"320",2,6,21,"2","1","2",1,2,2,0,677,2,2,10,0,0,0,0,NA
"321",2,6,22,"1","1","2",2,1,1,1,366,1,9,1,0,0,0,0,NA
