"","Subnum","Block","Trial","Condition","OldNew","Setsize","Serpos","Lag","Response","Correctness","RT","WhichProbe","prob1","prob2","prob3","prob4","prob5","prob6","surveyq"
"1435",9,2,11,"3","2","2",0,0,2,1,487,3,5,2,0,0,0,0,NA
"1436",9,2,12,"2","1","4",1,4,2,0,733,2,2,9,6,5,0,0,NA
"1437",9,2,13,"5","2","2",0,0,2,1,1220,5,9,2,0,0,0,0,NA
"1438",9,2,14,"5","2","2",0,0,2,1,567,9,7,2,0,0,0,0,NA
"1439",9,2,15,"5","1","6",3,4,1,1,670,6,5,8,6,9,2,7,NA
"1440",9,2,16,"5","1","2",2,1,1,1,967,10,5,10,0,0,0,0,NA
"1441",9,2,17,"5","1","4",2,3,1,1,746,8,2,8,7,10,0,0,NA
"1442",9,2,18,"1","1","4",4,1,1,1,485,1,5,8,7,1,0,0,NA
"1443",9,2,19,"4","2","4",0,0,2,1,619,4,7,5,8,2,0,0,NA
"1444",9,2,20,"3","2","2",0,0,2,1,581,3,6,9,0,0,0,0,NA
"1445",9,2,21,"5","2","4",0,0,2,1,1127,7,8,5,2,9,0,0,NA
"1446",9,2,22,"5","1","6",1,6,2,0,1273,6,6,2,10,9,7,5,NA
"1447",9,2,23,"5","1","6",2,5,1,1,741,9,5,9,8,10,2,6,NA
"1448",9,2,24,"1","1","4",2,3,2,0,1425,1,10,1,7,5,0,0,NA
"1449",9,2,25,"5","1","4",1,4,2,0,1169,9,9,7,6,8,0,0,NA
"1450",9,3,1,"3","2","2",0,0,2,1,554,3,7,10,0,0,0,0,NA
"1451",9,3,2,"5","2","2",0,0,2,1,680,9,5,2,0,0,0,0,NA
"1452",9,3,3,"5","1","6",5,2,1,1,747,7,2,9,6,5,7,10,NA
"1453",9,3,4,"5","2","6",0,0,2,1,732,6,9,2,5,7,10,8,NA
"1454",9,3,5,"5","2","4",0,0,1,0,775,5,2,8,7,6,0,0,NA
"1455",9,3,6,"5","1","6",6,1,1,1,519,10,6,2,7,9,8,10,NA
"1456",9,3,7,"1","1","6",6,1,1,1,512,1,7,10,6,5,8,1,NA
"1457",9,3,8,"5","2","6",0,0,1,0,859,7,5,9,2,10,8,6,NA
"1458",9,3,9,"5","2","4",0,0,2,1,641,5,8,7,2,9,0,0,NA
"1459",9,3,10,"3","2","6",0,0,2,1,839,3,7,6,10,2,5,8,NA
"1460",9,3,11,"5","2","2",0,0,2,1,873,5,8,6,0,0,0,0,NA
"1461",9,3,12,"5","1","2",1,2,1,1,1274,5,5,2,0,0,0,0,NA
"1462",9,3,13,"4","2","6",0,0,2,1,646,4,8,9,10,6,2,7,NA
"1463",9,3,14,"5","1","4",4,1,1,1,1669,5,9,8,2,5,0,0,NA
"1464",9,3,15,"5","2","4",0,0,2,1,1308,7,2,5,8,9,0,0,NA
"1465",9,3,16,"5","2","2",0,0,2,1,588,5,6,2,0,0,0,0,NA
"1466",9,3,17,"1","1","6",5,2,1,1,563,1,9,10,5,8,1,6,NA
"1467",9,3,18,"1","1","2",1,2,1,1,384,1,1,8,0,0,0,0,NA
"1468",9,3,19,"5","1","4",2,3,2,0,650,5,10,5,2,7,0,0,NA
"1469",9,3,20,"5","2","6",0,0,1,0,526,10,8,7,9,5,6,2,NA
"1470",9,3,21,"3","2","6",0,0,2,1,696,3,9,8,2,10,6,5,NA
"1471",9,3,22,"3","2","6",0,0,2,1,699,3,10,5,9,2,7,6,NA
"1472",9,3,23,"5","1","4",1,4,2,0,1064,9,9,7,10,8,0,0,NA
"1473",9,3,24,"1","1","6",2,5,1,1,428,1,9,1,5,7,8,6,NA
"1474",9,3,25,"5","2","4",0,0,1,0,1364,7,2,9,10,8,0,0,NA
"1475",9,4,1,"4","2","4",0,0,2,1,525,4,2,6,9,7,0,0,NA
"1476",9,4,2,"3","2","2",0,0,2,1,508,3,2,8,0,0,0,0,NA
"1477",9,4,3,"5","1","6",2,5,2,0,1031,10,6,10,8,2,5,9,NA
"1478",9,4,4,"5","1","6",1,6,2,0,1436,6,6,10,2,7,9,8,NA
"1479",9,4,5,"5","1","6",3,4,1,1,689,6,5,9,6,7,10,2,NA
"1480",9,4,6,"5","1","6",1,6,1,1,1332,8,8,2,9,6,7,5,NA
"1481",9,4,7,"5","2","6",0,0,1,0,702,5,9,2,10,6,7,8,NA
"1482",9,4,8,"1","1","4",2,3,1,1,379,1,9,1,7,6,0,0,NA
"1483",9,4,9,"5","1","4",2,3,2,0,917,8,6,8,9,2,0,0,NA
"1484",9,4,10,"5","2","2",0,0,1,0,2388,9,5,2,0,0,0,0,NA
"1485",9,4,11,"5","2","4",0,0,2,1,830,9,10,2,7,5,0,0,NA
"1486",9,4,12,"2","1","4",4,1,1,1,950,2,5,6,9,2,0,0,NA
"1487",9,4,13,"5","1","6",4,3,1,1,623,9,8,10,5,9,2,7,NA
"1488",9,4,14,"3","2","6",0,0,2,1,532,3,10,8,6,2,7,9,NA
"1489",9,4,15,"5","2","4",0,0,2,1,761,6,7,10,8,9,0,0,NA
"1490",9,4,16,"5","1","4",2,3,2,0,771,5,2,5,9,8,0,0,NA
"1491",9,4,17,"3","2","4",0,0,2,1,494,3,8,7,9,2,0,0,NA
"1492",9,4,18,"3","2","6",0,0,2,1,665,3,10,6,8,5,2,9,NA
"1493",9,4,19,"5","1","6",3,4,1,1,893,9,6,5,9,2,8,7,NA
"1494",9,4,20,"5","1","6",5,2,1,1,968,7,10,6,9,8,7,2,NA
"1495",9,4,21,"2","1","4",2,3,1,1,619,2,9,2,7,10,0,0,NA
"1496",9,4,22,"5","1","2",1,2,1,1,614,7,7,9,0,0,0,0,NA
"1497",9,4,23,"5","1","6",6,1,1,1,492,8,9,5,2,7,10,8,NA
"1498",9,4,24,"5","2","2",0,0,2,1,732,6,2,7,0,0,0,0,NA
"1499",9,4,25,"3","2","4",0,0,2,1,520,3,8,2,10,7,0,0,NA
"1500",9,5,1,"5","1","6",6,1,1,1,532,5,10,2,6,8,9,5,NA
"1501",9,5,2,"5","2","4",0,0,2,1,984,7,9,10,2,6,0,0,NA
"1502",9,5,3,"3","2","2",0,0,2,1,1268,3,8,9,0,0,0,0,NA
"1503",9,5,4,"5","2","4",0,0,1,0,1083,6,9,2,10,7,0,0,NA
"1504",9,5,5,"2","1","4",4,1,1,1,713,2,5,6,10,2,0,0,NA
"1505",9,5,6,"5","1","2",1,2,2,0,944,6,6,9,0,0,0,0,NA
"1506",9,5,7,"1","1","6",1,6,1,1,393,1,1,8,7,9,6,10,NA
"1507",9,5,8,"5","1","6",1,6,1,1,872,9,9,8,6,7,10,2,NA
"1508",9,5,9,"5","1","6",3,4,1,1,596,8,9,7,8,5,6,2,NA
"1509",9,5,10,"4","2","6",0,0,2,1,1450,4,5,2,9,6,7,10,NA
"1510",9,5,11,"3","2","4",0,0,2,1,602,3,9,7,6,8,0,0,NA
"1511",9,5,12,"5","1","4",4,1,1,1,667,9,7,10,2,9,0,0,NA
"1512",9,5,13,"5","1","2",2,1,1,1,676,10,2,10,0,0,0,0,NA
"1513",9,5,14,"5","2","6",0,0,2,1,744,6,10,2,7,5,8,9,NA
"1514",9,5,15,"5","1","4",4,1,1,1,484,10,8,2,5,10,0,0,NA
"1515",9,5,16,"3","2","2",0,0,2,1,1381,3,9,10,0,0,0,0,NA
"1516",9,5,17,"2","1","6",2,5,1,1,588,2,6,2,9,10,5,8,NA
"1517",9,5,18,"1","1","4",4,1,1,1,334,1,8,9,6,1,0,0,NA
"1518",9,5,19,"5","1","4",4,1,1,1,409,5,7,2,8,5,0,0,NA
"1519",9,5,20,"4","2","6",0,0,2,1,1096,4,7,10,2,6,8,5,NA
"1520",9,5,21,"5","2","6",0,0,2,1,955,7,10,6,2,9,5,8,NA
"1521",9,5,22,"5","2","2",0,0,1,0,889,5,9,7,0,0,0,0,NA
"1522",9,5,23,"4","2","2",0,0,2,1,698,4,6,9,0,0,0,0,NA
"1523",9,5,24,"5","2","2",0,0,2,1,929,7,9,2,0,0,0,0,NA
"1524",9,5,25,"5","1","2",1,2,1,1,1473,9,9,8,0,0,0,0,NA
"1525",9,6,1,"5","2","4",0,0,2,1,972,10,6,2,8,7,0,0,NA
"1526",9,6,2,"5","2","2",0,0,2,1,921,10,9,2,0,0,0,0,NA
"1527",9,6,3,"4","2","2",0,0,2,1,552,4,6,10,0,0,0,0,NA
"1528",9,6,4,"4","2","6",0,0,2,1,609,4,7,10,5,2,6,9,NA
"1529",9,6,5,"1","1","2",2,1,1,1,445,1,5,1,0,0,0,0,NA
"1530",9,6,6,"5","1","6",1,6,1,1,1338,7,7,5,8,2,9,6,NA
"1531",9,6,7,"4","2","4",0,0,2,1,622,4,2,7,8,5,0,0,NA
"1532",9,6,8,"5","1","6",6,1,1,1,452,8,7,6,5,9,2,8,NA
"1533",9,6,9,"5","2","4",0,0,2,1,603,10,9,7,5,8,0,0,NA
"1534",9,6,10,"2","1","4",4,1,1,1,748,2,8,5,10,2,0,0,NA
"1535",9,6,11,"5","1","4",2,3,2,0,1463,6,5,6,7,2,0,0,NA
"1536",9,6,12,"5","2","4",0,0,2,1,582,9,6,8,7,2,0,0,NA
"1537",9,6,13,"5","2","4",0,0,2,1,1639,6,10,8,7,2,0,0,NA
"1538",9,6,14,"1","1","2",2,1,1,1,634,1,9,1,0,0,0,0,NA
"1539",9,6,15,"3","2","4",0,0,2,1,1466,3,10,2,9,8,0,0,NA
"1540",9,6,16,"5","1","6",6,1,1,1,1166,7,9,6,10,2,8,7,NA
"1541",9,6,17,"5","1","4",1,4,1,1,3112,8,8,9,10,2,0,0,NA
"1542",9,6,18,"3","2","6",0,0,2,1,619,3,10,5,2,7,6,9,NA
"1543",9,6,19,"3","2","6",0,0,2,1,513,3,2,8,9,7,5,6,NA
"1544",9,6,20,"5","1","2",1,2,1,1,640,5,5,8,0,0,0,0,NA
"1545",9,6,21,"1","1","2",2,1,1,1,298,1,6,1,0,0,0,0,NA
"1546",9,6,22,"5","2","6",0,0,2,1,557,9,6,7,2,10,5,8,NA
"1547",9,6,23,"1","1","6",3,4,1,1,277,1,5,6,1,10,9,8,NA
"1548",9,6,24,"3","2","6",0,0,2,1,665,3,2,5,9,10,7,6,NA
"1549",9,6,25,"5","2","4",0,0,2,1,584,9,6,2,10,7,0,0,NA
"1550",9,7,1,"5","1","2",2,1,1,1,480,6,7,6,0,0,0,0,NA
"1551",9,7,2,"4","2","6",0,0,2,1,571,4,5,6,8,7,2,9,NA
"1552",9,7,3,"3","2","2",0,0,2,1,504,3,2,9,0,0,0,0,NA
"1553",9,7,4,"2","1","2",1,2,2,0,856,2,2,10,0,0,0,0,NA
"1554",9,7,5,"5","2","4",0,0,2,1,543,8,7,2,10,5,0,0,NA
"1555",9,7,6,"1","1","6",4,3,1,1,201,1,10,9,5,1,6,8,NA
"1556",9,7,7,"1","1","2",2,1,1,1,260,1,7,1,0,0,0,0,NA
"1557",9,7,8,"2","1","4",4,1,1,1,2676,2,9,10,5,2,0,0,NA
"1558",9,7,9,"3","2","6",0,0,2,1,855,3,5,7,10,9,2,8,NA
"1559",9,7,10,"3","2","2",0,0,2,1,473,3,10,9,0,0,0,0,NA
"1560",9,7,11,"3","2","4",0,0,2,1,464,3,9,8,6,2,0,0,NA
"1561",9,7,12,"3","2","4",0,0,2,1,470,3,2,6,7,10,0,0,NA
"1562",9,7,13,"4","2","2",0,0,2,1,504,4,2,8,0,0,0,0,NA
"1563",9,7,14,"5","1","2",2,1,2,0,424,8,9,8,0,0,0,0,NA
"1564",9,7,15,"2","1","2",2,1,1,1,331,2,10,2,0,0,0,0,NA
"1565",9,7,16,"5","1","2",2,1,1,1,321,9,7,9,0,0,0,0,NA
"1566",9,7,17,"4","2","2",0,0,2,1,392,4,8,10,0,0,0,0,NA
"1567",9,7,18,"5","2","6",0,0,1,0,632,7,6,8,9,2,5,10,NA
"1568",9,7,19,"2","1","6",3,4,2,0,941,2,5,6,2,7,8,10,NA
"1569",9,7,20,"5","1","6",5,2,1,1,357,6,10,9,8,2,6,7,NA
"1570",9,7,21,"1","1","2",1,2,1,1,267,1,1,7,0,0,0,0,NA
"1571",9,7,22,"5","1","2",2,1,1,1,772,10,2,10,0,0,0,0,NA
"1572",9,7,23,"5","2","6",0,0,1,0,404,5,6,10,7,8,9,2,NA
"1573",9,7,24,"3","2","2",0,0,2,1,472,3,10,5,0,0,0,0,NA
"1574",9,7,25,"5","2","2",0,0,2,1,522,8,2,9,0,0,0,0,1
"1575",10,1,1,"5","2","6",0,0,2,1,1521,9,5,10,7,8,6,2,NA
"1576",10,1,2,"5","1","6",2,5,1,1,577,5,2,5,10,8,6,7,NA
"1577",10,1,3,"2","1","4",1,4,1,1,419,2,2,7,5,10,0,0,NA
"1578",10,1,4,"2","1","6",3,4,1,1,449,2,7,8,2,6,5,10,NA
"1579",10,1,5,"5","2","6",0,0,1,0,2429,7,9,8,6,2,5,10,NA
"1580",10,1,6,"3","2","2",0,0,2,1,830,3,8,10,0,0,0,0,NA
"1581",10,1,7,"2","1","4",3,2,1,1,726,2,6,10,2,8,0,0,NA
"1582",10,1,8,"1","1","6",1,6,1,1,774,1,1,8,9,6,5,10,NA
"1583",10,1,9,"5","1","2",1,2,1,1,1803,10,10,2,0,0,0,0,NA
"1584",10,1,10,"5","1","2",1,2,1,1,727,9,9,2,0,0,0,0,NA
"1585",10,1,11,"5","2","4",0,0,2,1,691,6,8,9,5,7,0,0,NA
"1586",10,1,12,"1","1","2",1,2,1,1,731,1,1,10,0,0,0,0,NA
"1587",10,1,13,"4","2","6",0,0,2,1,651,4,6,5,2,7,10,9,NA
"1588",10,1,14,"5","1","6",4,3,1,1,479,10,8,9,5,10,2,7,NA
"1589",10,1,15,"5","2","2",0,0,2,1,816,5,2,6,0,0,0,0,NA
"1590",10,1,16,"1","1","6",6,1,1,1,365,1,7,6,5,10,9,1,NA
"1591",10,1,17,"5","2","4",0,0,2,1,519,6,5,10,8,7,0,0,NA
"1592",10,1,18,"2","1","2",1,2,1,1,534,2,2,9,0,0,0,0,NA
"1593",10,1,19,"5","1","4",4,1,1,1,330,10,8,9,2,10,0,0,NA
"1594",10,1,20,"5","1","6",2,5,1,1,555,10,2,10,8,6,7,5,NA
"1595",10,1,21,"3","2","6",0,0,2,1,468,3,9,8,10,6,5,2,NA
"1596",10,1,22,"5","1","2",1,2,1,1,661,6,6,9,0,0,0,0,NA
"1597",10,1,23,"1","1","4",3,2,1,1,419,1,5,6,1,7,0,0,NA
"1598",10,1,24,"1","1","6",2,5,1,1,385,1,6,1,5,9,10,8,NA
"1599",10,1,25,"2","1","2",2,1,1,1,357,2,10,2,0,0,0,0,NA
"1600",10,2,1,"5","1","2",1,2,1,1,538,9,9,2,0,0,0,0,NA
"1601",10,2,2,"5","2","6",0,0,2,1,531,7,2,6,5,9,10,8,NA
"1602",10,2,3,"5","2","6",0,0,1,0,764,10,5,9,7,8,2,6,NA
"1603",10,2,4,"4","2","2",0,0,1,0,529,4,2,8,0,0,0,0,NA
"1604",10,2,5,"5","2","4",0,0,2,1,549,6,9,10,2,8,0,0,NA
"1605",10,2,6,"5","2","4",0,0,2,1,600,7,8,5,10,2,0,0,NA
"1606",10,2,7,"5","1","2",1,2,2,0,548,6,6,2,0,0,0,0,NA
"1607",10,2,8,"1","1","2",2,1,1,1,385,1,5,1,0,0,0,0,NA
"1608",10,2,9,"5","1","2",2,1,1,1,374,8,10,8,0,0,0,0,NA
"1609",10,2,10,"4","2","4",0,0,2,1,336,4,2,7,5,6,0,0,NA
"1610",10,2,11,"2","1","2",1,2,1,1,566,2,2,7,0,0,0,0,NA
"1611",10,2,12,"1","1","2",2,1,1,1,355,1,10,1,0,0,0,0,NA
"1612",10,2,13,"3","2","2",0,0,2,1,393,3,9,2,0,0,0,0,NA
"1613",10,2,14,"2","1","2",2,1,1,1,349,2,5,2,0,0,0,0,NA
"1614",10,2,15,"4","2","2",0,0,2,1,435,4,5,2,0,0,0,0,NA
"1615",10,2,16,"4","2","2",0,0,2,1,422,4,8,9,0,0,0,0,NA
"1616",10,2,17,"5","1","6",6,1,1,1,659,5,2,8,6,7,9,5,NA
"1617",10,2,18,"5","2","4",0,0,1,0,434,7,5,6,10,2,0,0,NA
"1618",10,2,19,"5","1","6",4,3,1,1,863,8,2,10,9,8,7,6,NA
"1619",10,2,20,"2","1","2",2,1,1,1,384,2,10,2,0,0,0,0,NA
"1620",10,2,21,"5","1","4",3,2,1,1,474,6,10,8,6,2,0,0,NA
"1621",10,2,22,"4","2","6",0,0,2,1,533,4,7,9,6,8,1,10,NA
"1622",10,2,23,"5","1","6",3,4,1,1,734,9,2,7,9,10,6,5,NA
"1623",10,2,24,"5","2","2",0,0,2,1,405,8,2,5,0,0,0,0,NA
"1624",10,2,25,"5","1","4",4,1,1,1,286,5,10,6,2,5,0,0,NA
"1625",10,3,1,"5","1","2",2,1,1,1,329,5,10,5,0,0,0,0,NA
"1626",10,3,2,"5","2","2",0,0,2,1,400,9,6,5,0,0,0,0,NA
"1627",10,3,3,"2","1","6",5,2,1,1,574,2,9,8,5,6,2,7,NA
"1628",10,3,4,"5","1","2",2,1,1,1,347,5,6,5,0,0,0,0,NA
"1629",10,3,5,"5","1","2",1,2,1,1,577,8,8,2,0,0,0,0,NA
"1630",10,3,6,"3","2","4",0,0,2,1,419,3,7,8,2,5,0,0,NA
"1631",10,3,7,"5","1","4",2,3,1,1,603,6,7,6,9,8,0,0,NA
"1632",10,3,8,"5","2","6",0,0,1,0,880,7,2,10,6,5,9,8,NA
"1633",10,3,9,"2","1","2",1,2,1,1,577,2,2,9,0,0,0,0,NA
"1634",10,3,10,"5","1","4",1,4,1,1,579,9,9,6,8,2,0,0,NA
"1635",10,3,11,"5","1","6",2,5,1,1,666,10,8,10,2,9,5,7,NA
"1636",10,3,12,"5","2","6",0,0,1,0,1389,8,10,9,2,5,6,7,NA
"1637",10,3,13,"2","1","6",6,1,1,1,548,2,10,8,6,7,5,2,NA
"1638",10,3,14,"4","2","4",0,0,2,1,535,4,5,10,2,9,0,0,NA
"1639",10,3,15,"5","2","2",0,0,2,1,645,10,8,9,0,0,0,0,NA
"1640",10,3,16,"5","2","4",0,0,2,1,724,8,10,7,9,2,0,0,NA
"1641",10,3,17,"5","1","2",2,1,1,1,524,6,8,6,0,0,0,0,NA
"1642",10,3,18,"5","1","6",5,2,1,1,710,9,8,6,10,5,9,2,NA
"1643",10,3,19,"5","2","6",0,0,1,0,567,9,5,10,6,2,8,7,NA
"1644",10,3,20,"5","2","6",0,0,2,1,671,10,2,5,6,9,8,7,NA
"1645",10,3,21,"3","2","6",0,0,2,1,499,3,9,5,1,7,8,6,NA
"1646",10,3,22,"5","1","6",4,3,1,1,844,10,5,2,6,10,7,8,NA
"1647",10,3,23,"5","2","2",0,0,2,1,414,5,6,2,0,0,0,0,NA
"1648",10,3,24,"5","2","4",0,0,1,0,806,10,2,5,6,7,0,0,NA
"1649",10,3,25,"5","1","2",1,2,1,1,1226,10,10,7,0,0,0,0,NA
"1650",10,4,1,"4","2","4",0,0,2,1,459,4,2,6,8,7,0,0,NA
"1651",10,4,2,"3","2","2",0,0,2,1,396,3,6,2,0,0,0,0,NA
"1652",10,4,3,"5","1","2",2,1,1,1,480,6,2,6,0,0,0,0,NA
"1653",10,4,4,"5","2","2",0,0,2,1,448,5,8,2,0,0,0,0,NA
"1654",10,4,5,"2","1","6",5,2,1,1,427,2,8,7,10,6,2,9,NA
"1655",10,4,6,"1","1","6",5,2,1,1,824,1,8,9,7,10,1,6,NA
"1656",10,4,7,"3","2","2",0,0,2,1,571,3,9,1,0,0,0,0,NA
"1657",10,4,8,"5","2","4",0,0,2,1,509,8,7,6,5,2,0,0,NA
"1658",10,4,9,"1","1","2",1,2,1,1,540,1,1,6,0,0,0,0,NA
"1659",10,4,10,"4","2","2",0,0,2,1,411,4,8,9,0,0,0,0,NA
"1660",10,4,11,"5","1","2",2,1,1,1,366,5,9,5,0,0,0,0,NA
"1661",10,4,12,"5","2","4",0,0,2,1,521,6,9,2,7,10,0,0,NA
"1662",10,4,13,"4","2","4",0,0,2,1,429,4,5,10,8,2,0,0,NA
"1663",10,4,14,"5","2","4",0,0,2,1,516,7,2,10,5,6,0,0,NA
"1664",10,4,15,"5","1","4",1,4,1,1,568,5,5,1,10,9,0,0,NA
"1665",10,4,16,"5","1","2",1,2,1,1,341,10,10,8,0,0,0,0,NA
"1666",10,4,17,"1","1","6",5,2,1,1,662,1,5,8,6,7,1,10,NA
"1667",10,4,18,"3","2","2",0,0,2,1,511,3,7,2,0,0,0,0,NA
"1668",10,4,19,"1","1","6",6,1,1,1,377,1,7,10,8,5,9,1,NA
"1669",10,4,20,"5","2","4",0,0,2,1,434,6,2,7,9,8,0,0,NA
"1670",10,4,21,"5","1","6",2,5,1,1,559,9,2,9,8,6,10,7,NA
"1671",10,4,22,"5","1","6",5,2,1,1,391,9,6,2,5,7,9,8,NA
"1672",10,4,23,"5","1","2",2,1,1,1,315,8,2,8,0,0,0,0,NA
"1673",10,4,24,"5","2","4",0,0,2,1,440,10,2,9,6,7,0,0,NA
"1674",10,4,25,"5","2","4",0,0,2,1,464,9,7,10,8,2,0,0,NA
"1675",10,5,1,"3","2","6",0,0,2,1,435,3,6,10,5,7,2,9,NA
"1676",10,5,2,"2","1","6",2,5,1,1,384,2,6,2,7,10,5,9,NA
"1677",10,5,3,"5","1","6",5,2,1,1,591,8,2,6,9,5,8,10,NA
"1678",10,5,4,"5","1","6",5,2,1,1,405,9,8,2,5,6,9,10,NA
"1679",10,5,5,"5","2","2",0,0,2,1,345,8,9,2,0,0,0,0,NA
"1680",10,5,6,"3","2","6",0,0,2,1,490,3,8,7,2,10,5,9,NA
"1681",10,5,7,"5","1","4",1,4,2,0,559,6,6,7,10,2,0,0,NA
"1682",10,5,8,"1","1","4",2,3,1,1,466,1,10,1,6,5,0,0,NA
"1683",10,5,9,"5","2","4",0,0,2,1,472,6,8,7,5,10,0,0,NA
"1684",10,5,10,"5","1","4",3,2,1,1,350,7,2,8,7,10,0,0,NA
"1685",10,5,11,"5","1","4",3,2,1,1,569,9,6,8,9,2,0,0,NA
"1686",10,5,12,"3","2","2",0,0,2,1,390,3,2,7,0,0,0,0,NA
"1687",10,5,13,"5","1","4",4,1,1,1,304,7,5,9,2,7,0,0,NA
"1688",10,5,14,"1","1","6",3,4,1,1,482,1,9,7,1,5,10,8,NA
"1689",10,5,15,"5","2","2",0,0,2,1,355,10,8,1,0,0,0,0,NA
"1690",10,5,16,"2","1","4",3,2,2,0,526,2,9,7,2,6,0,0,NA
"1691",10,5,17,"5","1","4",3,2,1,1,434,7,2,9,7,5,0,0,NA
"1692",10,5,18,"2","1","4",1,4,1,1,490,2,2,9,10,5,0,0,NA
"1693",10,5,19,"5","2","6",0,0,1,0,533,10,9,6,2,5,8,7,NA
"1694",10,5,20,"5","1","4",3,2,1,1,488,7,2,8,7,10,0,0,NA
"1695",10,5,21,"5","1","2",2,1,1,1,392,10,2,10,0,0,0,0,NA
"1696",10,5,22,"5","1","2",1,2,1,1,429,7,7,2,0,0,0,0,NA
"1697",10,5,23,"5","2","6",0,0,2,1,730,9,5,2,6,10,7,8,NA
"1698",10,5,24,"5","1","2",1,2,1,1,384,5,5,2,0,0,0,0,NA
"1699",10,5,25,"5","2","2",0,0,2,1,677,6,2,8,0,0,0,0,NA
"1700",10,6,1,"5","1","4",4,1,1,1,359,6,8,9,2,6,0,0,NA
"1701",10,6,2,"5","1","6",4,3,1,1,614,9,7,10,6,9,2,5,NA
"1702",10,6,3,"3","2","6",0,0,2,1,476,3,10,7,8,2,9,5,NA
"1703",10,6,4,"5","1","6",6,1,1,1,391,9,6,5,2,8,7,9,NA
"1704",10,6,5,"1","1","2",1,2,1,1,363,1,1,10,0,0,0,0,NA
"1705",10,6,6,"5","2","4",0,0,2,1,485,7,2,9,5,10,0,0,NA
"1706",10,6,7,"5","1","2",2,1,1,1,358,6,5,6,0,0,0,0,NA
"1707",10,6,8,"5","1","4",1,4,1,1,480,7,7,6,2,5,0,0,NA
"1708",10,6,9,"5","1","4",3,2,1,1,293,7,6,9,7,2,0,0,NA
"1709",10,6,10,"1","1","2",1,2,1,1,349,1,1,10,0,0,0,0,NA
"1710",10,6,11,"5","1","4",1,4,1,1,504,9,9,2,8,10,0,0,NA
"1711",10,6,12,"5","2","2",0,0,2,1,360,7,8,2,0,0,0,0,NA
"1712",10,6,13,"4","2","2",0,0,2,1,397,4,5,6,0,0,0,0,NA
"1713",10,6,14,"1","1","2",2,1,1,1,353,1,8,1,0,0,0,0,NA
"1714",10,6,15,"5","1","4",3,2,1,1,444,5,7,8,5,2,0,0,NA
"1715",10,6,16,"5","2","4",0,0,2,1,419,10,9,5,7,2,0,0,NA
"1716",10,6,17,"5","2","2",0,0,2,1,550,5,10,8,0,0,0,0,NA
"1717",10,6,18,"5","2","6",0,0,2,1,478,7,8,2,6,5,10,9,NA
"1718",10,6,19,"5","2","6",0,0,2,1,362,7,2,8,9,6,5,10,NA
"1719",10,6,20,"4","2","4",0,0,2,1,372,4,10,2,6,9,0,0,NA
"1720",10,6,21,"5","1","6",3,4,1,1,756,10,7,2,10,5,8,6,NA
"1721",10,6,22,"5","1","6",5,2,1,1,436,7,5,9,2,6,7,8,NA
"1722",10,6,23,"4","2","6",0,0,2,1,384,4,9,2,6,10,8,5,NA
"1723",10,6,24,"4","2","6",0,0,2,1,415,4,7,10,6,5,2,8,NA
"1724",10,6,25,"5","1","2",1,2,1,1,579,10,10,2,0,0,0,0,NA
"1725",10,7,1,"5","1","6",5,2,1,1,402,9,10,7,5,2,9,6,NA
"1726",10,7,2,"4","2","6",0,0,2,1,416,4,8,9,7,5,10,2,NA
"1727",10,7,3,"5","1","4",3,2,1,1,344,9,7,10,9,8,0,0,NA
"1728",10,7,4,"5","2","4",0,0,2,1,612,5,10,9,8,2,0,0,NA
"1729",10,7,5,"3","2","2",0,0,2,1,383,3,2,5,0,0,0,0,NA
"1730",10,7,6,"5","1","4",3,2,1,1,584,8,6,10,8,2,0,0,NA
"1731",10,7,7,"5","2","6",0,0,2,1,623,9,2,7,6,5,8,10,NA
"1732",10,7,8,"5","1","6",5,2,1,1,804,5,8,7,2,10,5,9,NA
"1733",10,7,9,"3","2","6",0,0,2,1,450,3,8,2,5,6,7,10,NA
"1734",10,7,10,"1","1","2",2,1,1,1,324,1,8,1,0,0,0,0,NA
"1735",10,7,11,"3","2","4",0,0,2,1,431,3,8,6,2,9,0,0,NA
"1736",10,7,12,"1","1","2",2,1,1,1,306,1,8,1,0,0,0,0,NA
"1737",10,7,13,"5","1","4",2,3,2,0,350,6,2,6,5,9,0,0,NA
"1738",10,7,14,"2","1","2",2,1,1,1,372,2,9,2,0,0,0,0,NA
"1739",10,7,15,"5","2","2",0,0,2,1,313,10,9,6,0,0,0,0,NA
"1740",10,7,16,"1","1","2",1,2,1,1,496,1,1,9,0,0,0,0,NA
"1741",10,7,17,"5","2","2",0,0,2,1,368,10,8,2,0,0,0,0,NA
"1742",10,7,18,"5","1","2",2,1,1,1,357,9,10,9,0,0,0,0,NA
"1743",10,7,19,"3","2","4",0,0,2,1,385,3,7,10,6,5,0,0,NA
"1744",10,7,20,"5","1","6",5,2,1,1,608,6,5,8,2,7,6,10,NA
"1745",10,7,21,"5","1","4",2,3,1,1,593,7,9,7,6,2,0,0,NA
"1746",10,7,22,"4","2","4",0,0,2,1,434,4,9,2,8,6,0,0,NA
"1747",10,7,23,"1","1","6",2,5,1,1,447,1,5,1,7,10,9,6,NA
"1748",10,7,24,"1","1","6",3,4,1,1,395,1,8,5,1,7,9,6,NA
"1749",10,7,25,"2","1","4",4,1,1,1,372,2,6,9,8,2,0,0,1
